,index,tournament_type,name,location,date,url,matches_downloaded
784,4,WSA Tour 12,On The Run Heliopolis Open (W),"Cairo, Egypt",9 Apr 2009,http://www.squashinfo.com/events/3655-womens-heliopolis-open-2009,True
785,5,WSA Silver 20,Atwater Cup (W),"Montreal, Canada",4 Apr 2009,http://www.squashinfo.com/events/3554-womens-atwater-cup-2009,True
786,6,WSA Silver 20,Hurghada International (W),"Hurghada, Egypt",4 Apr 2009,http://www.squashinfo.com/events/3553-womens-hurghada-international-2009,True
787,7,WSA Silver 20,NSC Series No5 (W),"Kuala Lumpur, Malaysia",28 Mar 2009,http://www.squashinfo.com/events/3650-womens-nsc-series-no5-2009,True
788,8,WSA Tour 4,Guardian Wealth Management Swiss Open (W),"Geneva, Switzerland",22 Mar 2009,http://www.squashinfo.com/events/3685-womens-swiss-open-2009,True
789,9,WSA Tour 12,NSC Series No4 (W),"Kuala Lumpur, Malaysia",21 Mar 2009,http://www.squashinfo.com/events/3621-womens-nsc-series-no4-2009,True
790,10,WSA Tour 4,Forexx Eindhoven Open (W),"Eindhoven, Netherlands",15 Mar 2009,http://www.squashinfo.com/events/3454-womens-eindhoven-open-2009,True
791,11,WSA Tour 8,NSC Series No3 (W),"Kuala Lumpur, Malaysia",13 Mar 2009,http://www.squashinfo.com/events/3620-womens-nsc-series-no3-2009,True
792,12,WSA Gold 45,CIMB KL Open (W),"Kuala Lumpur, Malaysia",7 Mar 2009,http://www.squashinfo.com/events/3552-womens-kl-open-2009,True
793,13,WSA Tour 8,NSC Series No2 (W),"Kuala Lumpur, Malaysia",27 Feb 2009,http://www.squashinfo.com/events/3622-womens-nsc-series-no2-2009,True
794,14,WSA Tour 12,NSC Series No1 (W),"Kuala Lumpur, Malaysia",21 Feb 2009,http://www.squashinfo.com/events/3616-womens-nsc-series-no1-2009,True
795,15,WSA Tour 8,Creteil International Open (W),"Creteil, France",14 Feb 2009,http://www.squashinfo.com/events/3617-womens-creteil-international-open-2009,True
796,16,WSA Tour 4,Zack Swedish Open (W),"Linköping, Sweden",8 Feb 2009,http://www.squashinfo.com/events/3596-womens-swedish-open-2009,True
797,17,WSA Silver 30,National City Burning River Classic (W),"Cleveland, Ohio, USA",4 Feb 2009,http://www.squashinfo.com/events/3551-womens-burning-river-classic-2009,True
798,18,WSA Tour 4,Australia Day Challenge (W),"Brisbane, Australia",26 Jan 2009,http://www.squashinfo.com/events/3602-womens-australia-day-challenge-2009,True
799,19,WSA Silver 20,Harrow Greenwich Open (W),"Greenwich, CT, USA",25 Jan 2009,http://www.squashinfo.com/events/3550-womens-greenwich-open-2009,True
800,0,WSA Tour 4,Welsh Open (W),"Cardiff, Wales",25 Jan 2009,http://www.squashinfo.com/events/3595-womens-welsh-open-2009,True
801,1,WSA Tour 8,Liberty Bell Open (W),"Berwyn, PA, USA",18 Jan 2009,http://www.squashinfo.com/events/3594-womens-liberty-bell-open-2009,True
802,2,WSA Tour 4,MeerSquashHeroes Open (W),Netherlands,18 Jan 2009,http://www.squashinfo.com/events/3452-womens-meersquashheroes-open-2009,True
803,3,WSA Silver 20,Monte Carlo Classic (W),"Monte Carlo, Monaco",19 Dec 2008,http://www.squashinfo.com/events/3308-womens-monte-carlo-classic-2008,True
804,4,WSA Tour 4,NSC Satellite No5 (W),"Kuala Lumpur, Malaysia",19 Dec 2008,http://www.squashinfo.com/events/3567-womens-nsc-satellite-no5-2008,True
805,5,WSA Tour 4,Squash Hillegom Flowerbulb Open (W),"Hillegom, Netherlands",14 Dec 2008,http://www.squashinfo.com/events/3451-womens-flowerbulb-open-2008,True
806,6,WSA Tour 8,NSC Super Satellite No5 (W),"Kuala Lumpur, Malaysia",12 Dec 2008,http://www.squashinfo.com/events/3566-womens-nsc-super-satellite-no5-2008,True
807,7,WSA Silver 20,Sharm El Sheikh Open (W),"South Sinai, Egypt",12 Dec 2008,http://www.squashinfo.com/events/3429-womens-sharm-el-sheikh-open-2008,True
808,8,WSA Tour 4,Le Sport Open (W),"Colwyn Bay, Wales",7 Dec 2008,http://www.squashinfo.com/events/3565-womens-le-sport-open-2008,True
809,9,WSA Tour 12,Macau Open (W),Macau,30 Nov 2008,http://www.squashinfo.com/events/3419-womens-macau-open-2008,True
810,10,WSA Platinum,Cathay Pacific Hong Kong Open (W),Hong Kong,23 Nov 2008,http://www.squashinfo.com/events/3430-womens-hong-kong-open-2008,False
811,11,WSA Tour 4,Prague Open (W),"Prague, Czech Republic",22 Nov 2008,http://www.squashinfo.com/events/3450-womens-prague-open-2008,False
812,12,WSA Tour 8,NSC Super Satellite No4 (W),"Kuala Lumpur, Malaysia",21 Nov 2008,http://www.squashinfo.com/events/3465-womens-nsc-super-satellite-no4-2008,False
813,13,WSA Tour 12,Ohio Open (W),"Dayton, Ohio, USA",16 Nov 2008,http://www.squashinfo.com/events/3464-womens-ohio-open-2008,False
814,14,WSA Tour 8,NSC Super Satellite No3 (W),"Kuala Lumpur, Malaysia",14 Nov 2008,http://www.squashinfo.com/events/3463-womens-nsc-super-satellite-no3-2008,False
815,15,WSA Tour 8,Pakistan Open (W),"Islamabad, Pakistan",14 Nov 2008,http://www.squashinfo.com/events/3343-womens-pakistan-open-2008,False
816,16,WSA Silver 30,Carol Weymuller Open (W),"New York, USA",9 Nov 2008,http://www.squashinfo.com/events/3273-womens-carol-weymuller-open-2008,False
817,17,WSA Tour 4,Santiago Open (W),"Santiago de Compostela, Spain",8 Nov 2008,http://www.squashinfo.com/events/3274-womens-santiago-open-2008,False
818,18,WSA Gold 60,Qatar Classic (W),"Doha, Qatar",31 Oct 2008,http://www.squashinfo.com/events/3129-womens-qatar-classic-2008,False
819,19,WSA Tour 4,Pepsi Niagara Open (W),"Niagara-on-the-Lake, Canada",26 Oct 2008,http://www.squashinfo.com/events/3511-womens-niagara-open-2008,False
820,0,WSA Tour 4,Bailian New Era Mall China Open (W),"Shanghai, China",19 Oct 2008,http://www.squashinfo.com/events/3492-womens-china-open-2008,False
821,1,WSA Platinum,Hi-Tec World Open (W),"Manchester, England",19 Oct 2008,http://www.squashinfo.com/events/2999-womens-world-open-2008,False
822,2,WSA Tour 8,Bymac Leinster Open (W),"Dublin, Ireland",5 Oct 2008,http://www.squashinfo.com/events/3449-womens-leinster-open-2008,False
823,3,WSA Tour 4,Tekamed Moscow Open (W),"Moscow, Russia",5 Oct 2008,http://www.squashinfo.com/events/3448-womens-moscow-open-2008,False
824,4,WSA Tour 8,Pepsi Max Enschede Open (W),"Enschede, Netherlands",28 Sep 2008,http://www.squashinfo.com/events/3447-womens-enschede-open-2008,False
825,5,WSA Tour 8,Taiwan Open (W),"Taipei, Chinese Taipei",9 Sep 2008,http://www.squashinfo.com/events/3459-womens-taiwan-open-2008,False
826,6,WSA Gold 45,Forexx Dutch Open (W),"Amsterdam, Netherlands",7 Sep 2008,http://www.squashinfo.com/events/3279-womens-dutch-open-2008,False
827,7,WSA Tour 8,POF WISPA Wah Cantt Open (W),"Wah Cantt, Pakistan",24 Aug 2008,http://www.squashinfo.com/events/3342-womens-wah-cantt-open-2008,False
828,8,WSA Tour 12,NSC Tour 12 No2 (W),"Kuala Lumpur, Malaysia",16 Aug 2008,http://www.squashinfo.com/events/3445-womens-nsc-tour-12-no2-2008,False
829,9,WSA Silver 20,Alexandria Sporting Club Open (W),"Alexandria, Egypt",13 Aug 2008,http://www.squashinfo.com/events/3444-womens-alexandria-sporting-club-open-2008,False
830,10,WSA Tour 8,Sun & Surf Jericho Open (W),"Vancouver, Canada",10 Aug 2008,http://www.squashinfo.com/events/3436-womens-jericho-open-2008,False
831,11,WSA Tour 12,Clare Valley Australian Open (W),"Clare, SA, Australia",3 Aug 2008,http://www.squashinfo.com/events/3307-womens-australian-open-2008,False
832,12,WSA Gold 45,CIMB Singapore Masters (W),Singapore,2 Aug 2008,http://www.squashinfo.com/events/3420-womens-singapore-masters-2008,False
833,13,WSA Tour 4,South Australian Open (W),"Edwardstown, Australia",27 Jul 2008,http://www.squashinfo.com/events/3341-womens-south-australian-open-2008,False
834,14,WSA Gold 45,CIMB Malaysian Open (W),"Kuala Lumpur, Malaysia",26 Jul 2008,http://www.squashinfo.com/events/3344-womens-malaysian-open-2008,False
835,15,WSA Tour 4,NSC Satellite No4 (W),"Kuala Lumpur, Malaysia",18 Jul 2008,http://www.squashinfo.com/events/3411-womens-nsc-satellite-no4-2008,False
836,16,WSA Tour 8,NSC Super Satellite No2 (W),"Kuala Lumpur, Malaysia",11 Jul 2008,http://www.squashinfo.com/events/3412-womens-nsc-super-satellite-no2-2008,False
837,17,WSA Tour 8,ICL Chennai Open (W),"Chennai, India",6 Jul 2008,http://www.squashinfo.com/events/3421-womens-chennai-open-2008,False
838,18,WSA Tour 12,Harrow Mexican Open (W),"Pachuca, Mexico",6 Jul 2008,http://www.squashinfo.com/events/3399-womens-mexican-open-2008,False
839,19,WSA Tour 12,Epstein Becker & Green Los Angeles Open (W),"Los Angeles, USA",29 Jun 2008,http://www.squashinfo.com/events/3305-womens-los-angeles-open-2008,False
840,0,WSA Tour 12,Crocodile Challenge Cup (W),Hong Kong,22 Jun 2008,http://www.squashinfo.com/events/3306-womens-crocodile-challenge-cup-2008,False
841,1,WSA Tour 4,ASB Bank North Island Championship (W),"Hamilton, New Zealand",22 Jun 2008,http://www.squashinfo.com/events/3278-womens-north-island-championship-2008,False
842,2,WSA Tour 12,Sannois International (W),"Sannois, France",22 Jun 2008,http://www.squashinfo.com/events/3304-womens-sannois-international-2008,False
843,3,WSA Tour 8,Central Open (W),"New Plymouth, New Zealand",8 Jun 2008,http://www.squashinfo.com/events/3239-womens-central-open-2008,False
844,4,WSA Tour 4,Welsh Open (W),"Cardiff, Wales",8 Jun 2008,http://www.squashinfo.com/events/3238-womens-welsh-open-2008,False
845,5,WSA Gold 45,Seoul Open (W),"Seoul, Republic of Korea",7 Jun 2008,http://www.squashinfo.com/events/3386-womens-seoul-open-2008,False
846,6,WSA Tour 12,Subway Goshen Open (W),"Goshen, Indiana, USA",31 May 2008,http://www.squashinfo.com/events/3385-womens-goshen-open-2008,False
847,7,WSA Silver 20,Central Bank Texas Open (W),"Houston, USA",25 May 2008,http://www.squashinfo.com/events/3280-womens-texas-open-2008,False
848,8,WSA Tour 8,Carcassonne City Open (W),"Carcassonne, France",18 May 2008,http://www.squashinfo.com/events/3128-womens-carcassonne-city-open-2008,False
849,9,WSA Gold 45,Dunlop British Open (W),"Liverpool, England",12 May 2008,http://www.squashinfo.com/events/3291-womens-british-open-2008,False
850,10,WSA Tour 4,Top End Open (W),"Darwin, Australia",11 May 2008,http://www.squashinfo.com/events/3340-womens-top-end-open-2008,False
851,11,WSA Tour 4,Eurosafe Solutions Zwolle Open (W),"Zwolle, Netherlands",27 Apr 2008,http://www.squashinfo.com/events/3275-womens-zwolle-open-2008,False
852,12,WSA Silver 20,Hurghada International (W),"Hurghada, Egypt",20 Apr 2008,http://www.squashinfo.com/events/3127-womens-hurghada-international-2008,False
853,13,WSA Silver 20,Cannon Kirk Homes Irish Open (W),"Dublin, Ireland",19 Apr 2008,http://www.squashinfo.com/events/3044-womens-irish-open-2008,False
854,14,WSA Silver 20,Atwater Cup (W),"Montreal, Canada",5 Apr 2008,http://www.squashinfo.com/events/3276-womens-atwater-cup-2008,False
855,15,WSA Tour 4,NSC Satellite No3 (W),"Kuala Lumpur, Malaysia",31 Mar 2008,http://www.squashinfo.com/events/3241-womens-nsc-satellite-no3-2008,False
856,16,WSA Tour 4,Malmo Open (W),"Malmo, Sweden",30 Mar 2008,http://www.squashinfo.com/events/3203-womens-malmo-open-2008,False
857,17,WSA Tour 12,NSC Series No1 (W),"Kuala Lumpur, Malaysia",26 Mar 2008,http://www.squashinfo.com/events/3240-womens-nsc-series-no1-2008,False
858,18,WSA Tour 8,WISPA Vietnam Open (W),"Hanoi, Vietnam",20 Mar 2008,http://www.squashinfo.com/events/3202-womens-vietnam-open-2008,False
859,19,WSA Tour 4,NY Capital District Open (W),"Loudonville, NY, USA",9 Mar 2008,http://www.squashinfo.com/events/3201-womens-ny-capital-district-open-2008,False
860,0,WSA Tour 4,Sigma Swiss Open (W),"Geneva, Switzerland",9 Mar 2008,http://www.squashinfo.com/events/3200-womens-swiss-open-2008,False
861,1,WSA Gold 45,CIMB KL Open (W),"Kuala Lumpur, Malaysia",8 Mar 2008,http://www.squashinfo.com/events/3130-womens-kl-open-2008,False
862,2,WSA Tour 12,Des Pyramides Open (W),"Le Port Marly, France",2 Mar 2008,http://www.squashinfo.com/events/3198-womens-des-pyramides-open-2008,False
863,3,WSA Tour 8,Windy City Open (W),"Chicago, USA",2 Mar 2008,http://www.squashinfo.com/events/3199-womens-windy-city-open-2008,False
864,4,WSA Tour 8,NSC Super Satellite No1 (W),"Kuala Lumpur, Malaysia",29 Feb 2008,http://www.squashinfo.com/events/3197-womens-nsc-super-satellite-no1-2008,False
865,5,WSA Tour 8,Creteil International Open (W),"Creteil, France",24 Feb 2008,http://www.squashinfo.com/events/3177-womens-creteil-international-open-2008,False
866,6,WSA Tour 4,NSC Satellite No2 (W),"Kuala Lumpur, Malaysia",24 Feb 2008,http://www.squashinfo.com/events/3187-womens-nsc-satellite-no2-2008,False
867,7,WSA Silver 20,National City Burning River Classic (W),"Cleveland, Ohio, USA",23 Feb 2008,http://www.squashinfo.com/events/3172-womens-burning-river-classic-2008,False
868,8,WSA Tour 4,NSC Satellite No1 (W),"Kuala Lumpur, Malaysia",19 Feb 2008,http://www.squashinfo.com/events/3185-womens-nsc-satellite-no1-2008,False
869,9,WSA Tour 4,Zack Swedish Open (W),"Linköping, Sweden",10 Feb 2008,http://www.squashinfo.com/events/3155-womens-swedish-open-2008,False
870,10,WSA Gold 45,Marsh Apawamis Open (W),"Rye, NY, USA",4 Feb 2008,http://www.squashinfo.com/events/3145-womens-apawamis-open-2008,False
871,11,WSA Tour 4,Austrian Open (W),"Vienna, Austria",27 Jan 2008,http://www.squashinfo.com/events/3144-womens-austrian-open-2008,False
872,12,WSA Silver 30,Harrow Greenwich Open (W),"Greenwich, CT, USA",27 Jan 2008,http://www.squashinfo.com/events/3072-womens-greenwich-open-2008,False
873,13,WSA Tour 8,WISPA Hangzhou Open (W),"Hangzhou, China",25 Jan 2008,http://www.squashinfo.com/events/3141-womens-hangzhou-open-2008,False
874,14,WSA Tour 12,Buler Challenge Cup (W),Hong Kong,20 Jan 2008,http://www.squashinfo.com/events/3131-womens-buler-challenge-cup-2008,False
875,15,WSA Tour 8,Liberty Bell Open (W),"Philadelphia, USA",20 Jan 2008,http://www.squashinfo.com/events/3140-womens-liberty-bell-open-2008,False
876,16,WSA Tour 4,Capitol Hill Open (W),"Washington DC, USA",13 Jan 2008,http://www.squashinfo.com/events/3139-womens-capitol-hill-open-2008,False
877,17,WSA Tour 4,Squash Hillegom Flowerbulb Open (W),"Hillegom, Netherlands",16 Dec 2007,http://www.squashinfo.com/events/3110-womens-flowerbulb-open-2007,False
878,18,WSA Silver 25,Monte Carlo Classic (W),"Monte Carlo, Monaco",15 Dec 2007,http://www.squashinfo.com/events/2821-womens-monte-carlo-classic-2007,False
879,19,WSA Gold 35,Carol Weymuller Open (W),"New York, USA",2 Dec 2007,http://www.squashinfo.com/events/2820-womens-carol-weymuller-open-2007,False
880,0,WSA Tour 4,NSC Satellite No6 (W),"Kuala Lumpur, Malaysia",1 Dec 2007,http://www.squashinfo.com/events/3103-womens-nsc-satellite-no6-2007,False
881,1,WSA Tour 7,NSC Super Satellite No3 (W),"Kuala Lumour, Malaysia",26 Nov 2007,http://www.squashinfo.com/events/3101-womens-nsc-super-satellite-no3-2007,False
882,2,WSA Tour 7,Warid Pakistan Open (W),"Islamabad, Pakistan",19 Nov 2007,http://www.squashinfo.com/events/3043-womens-pakistan-open-2007,False
883,3,WSA Tour 4,25th Anniversary Squash Club Santiago Open (W),"Santiago de Compostela, Spain",17 Nov 2007,http://www.squashinfo.com/events/3077-womens-santiago-open-2007,False
884,4,WSA Platinum,Cathay Pacific Hong Kong Open (W),Hong Kong,11 Nov 2007,http://www.squashinfo.com/events/2989-womens-hong-kong-open-2007,False
885,5,WSA Tour 4,Didacticum Rotterdam Open (W),"Rotterdam, Netherlands",11 Nov 2007,http://www.squashinfo.com/events/3066-womens-rotterdam-open-2007,False
886,6,WSA Tour 7,Iran Open (W),"Rasht, Iran",7 Nov 2007,http://www.squashinfo.com/events/3042-womens-iran-open-2007,False
887,7,WSA Tour 10,NSC Tour 10 No2 (W),"Kuala Lumpur, Malaysia",3 Nov 2007,http://www.squashinfo.com/events/3055-womens-nsc-tour-10-no2-2007,False
888,8,WSA Gold 50,Qatar Classic (W),"Doha, Qatar",3 Nov 2007,http://www.squashinfo.com/events/2786-womens-qatar-classic-2007,False
889,9,WSA Platinum,Madrid World Open (W),"Madrid, Spain",27 Oct 2007,http://www.squashinfo.com/events/2935-womens-world-open-2007,False
890,10,WSA Tour 4,Bymac Leinster Open (W),"Dublin, Ireland",21 Oct 2007,http://www.squashinfo.com/events/3041-womens-leinster-open-2007,False
891,11,WSA Tour 10,Berkshire Open (W),"Williamstown, MA, USA",14 Oct 2007,http://www.squashinfo.com/events/2966-womens-berkshire-open-2007,False
892,12,WSA Tour 4,Colombo Open (W),"Lisbon, Portugal",14 Oct 2007,http://www.squashinfo.com/events/3040-womens-colombo-open-2007,False
893,13,WSA Tour 7,Anscombe & Ringland London Open (W),"London, England",14 Oct 2007,http://www.squashinfo.com/events/2964-womens-london-open-2007,False
894,14,WSA Silver 25,Vassar College Class of 1932 Open (W),"Poughkeepsie, NY, USA",6 Oct 2007,http://www.squashinfo.com/events/2797-womens-vassar-college-class-of-1932-open-2007,False
895,15,WSA Silver 15,Elbow River Casino Calgary Open (W),"Calgary, Canada",30 Sep 2007,http://www.squashinfo.com/events/2817-womens-calgary-open-2007,False
896,16,WSA Tour 10,Icelandair Group Classic (W),"Reykjavik, Iceland",29 Sep 2007,http://www.squashinfo.com/events/3016-womens-icelandair-group-classic-2007,False
897,17,WSA Gold 35,Dunlop British Open (W),"Manchester, England",24 Sep 2007,http://www.squashinfo.com/events/2770-womens-british-open-2007,False
898,18,WSA Tour 10,Crocodile Challenge Cup (W),Hong Kong,16 Sep 2007,http://www.squashinfo.com/events/2908-womens-crocodile-challenge-cup-2007,False
899,19,WSA Silver 15,Wolverhampton Open (W),"Wolverhampton, England",16 Sep 2007,http://www.squashinfo.com/events/2870-womens-wolverhampton-open-2007,False
900,0,WSA Tour 10,NSC Tour 10 No1 (W),"Kuala Lumpur, Malaysia",10 Sep 2007,http://www.squashinfo.com/events/3014-womens-nsc-tour-10-no1-2007,False
901,1,WSA Tour 4,Pepsi Enschede Open (W),"Enschede, Netherlands",9 Sep 2007,http://www.squashinfo.com/events/3012-womens-enschede-open-2007,False
902,2,WSA Tour 4,NSC Satellite No5 (W),"Kuala Lumpur, Malaysia",4 Sep 2007,http://www.squashinfo.com/events/3011-womens-nsc-satellite-no5-2007,False
903,3,WSA Gold 35,Forexx Dutch Open (W),"Amsterdam, Netherlands",2 Sep 2007,http://www.squashinfo.com/events/2930-womens-dutch-open-2007,False
904,4,WSA Tour 7,POF WISPA Wah Cantt Open (W),"Wah Cantt, Pakistan",27 Aug 2007,http://www.squashinfo.com/events/3000-womens-wah-cantt-open-2007,False
905,5,WSA Silver 15,Alexandria Sporting Club Open (W),"Alexandria, Egypt",22 Aug 2007,http://www.squashinfo.com/events/2965-womens-alexandria-sporting-club-open-2007,False
906,6,WSA Tour 7,Sun & Surf Jericho Open (W),"Vancouver, Canada",12 Aug 2007,http://www.squashinfo.com/events/2972-womens-jericho-open-2007,False
907,7,WSA Gold 35,CIMB Singapore Masters (W),Singapore,4 Aug 2007,http://www.squashinfo.com/events/2776-womens-singapore-masters-2007,False
908,8,WSA Gold 35,CIMB Malaysian Open (W),"Kuala Lumpur, Malaysia",28 Jul 2007,http://www.squashinfo.com/events/2646-womens-malaysian-open-2007,False
909,9,WSA Tour 7,Royal Glenora Club Open (W),"Edmonton, Canada",9 Jul 2007,http://www.squashinfo.com/events/2926-womens-royal-glenora-club-open-2007,False
910,10,WSA Tour 10,Clare Valley Australian Open (W),"Clare, SA, Australia",8 Jul 2007,http://www.squashinfo.com/events/2902-womens-australian-open-2007,False
911,11,WSA Tour 7,NSC Super Satellite No2 (W),"Kuala Lumpur, Malaysia",3 Jul 2007,http://www.squashinfo.com/events/2943-womens-nsc-super-satellite-no2-2007,False
912,12,WSA Tour 7,Betteridge & Breitling San Diego Classic (W),"San Diego, CA, USA",1 Jul 2007,http://www.squashinfo.com/events/2906-womens-san-diego-classic-2007,False
913,13,WSA Tour 4,Partek South Australian Open (W),"North Adelaide, Australia",1 Jul 2007,http://www.squashinfo.com/events/2955-womens-south-australian-open-2007,False
914,14,WSA Tour 4,NSC Satellite No4 (W),"Kuala Lumpur, Malaysia",28 Jun 2007,http://www.squashinfo.com/events/2944-womens-nsc-satellite-no4-2007,False
915,15,WSA Silver 15,Epstein Becker & Green Los Angeles Open (W),"Los Angeles, USA",24 Jun 2007,http://www.squashinfo.com/events/2907-womens-los-angeles-open-2007,False
916,16,WSA Tour 4,North Shore Open (W),"Takapuna, Auckland, New Zealand",24 Jun 2007,http://www.squashinfo.com/events/2950-womens-north-shore-open-2007,False
917,17,WSA Tour 10,Central Open (W),"New Plymouth, New Zealand",17 Jun 2007,http://www.squashinfo.com/events/1729-womens-central-open-2007,False
918,18,WSA Tour 4,Naracoorte Open (W),"Naracoorte, SA, Australia",10 Jun 2007,http://www.squashinfo.com/events/2905-womens-naracoorte-open-2007,False
919,19,WSA Tour 4,Hemubo Almere Trophy (W),"Almere, Netherlands",3 Jun 2007,http://www.squashinfo.com/events/2939-womens-almere-trophy-2007,False
920,0,WSA Tour 7,NSC Super Satellite No1 (W),"Kuala Lumpur, Malaysia",28 May 2007,http://www.squashinfo.com/events/2921-womens-nsc-super-satellite-no1-2007,False
921,1,WSA Tour 4,City of Perth International Challenge (W),"Perth, Australia",27 May 2007,http://www.squashinfo.com/events/728-womens-city-of-perth-international-challenge-2007,False
922,2,WSA Tour 4,NSC Satellite No3 (W),"Kuala Lumpur, Malaysia",23 May 2007,http://www.squashinfo.com/events/2920-womens-nsc-satellite-no3-2007,False
923,3,WSA Tour 4,City of Joondalup Open (W),"Perth, Australia",20 May 2007,http://www.squashinfo.com/events/2650-womens-city-of-joondalup-open-2007,False
924,4,WSA Tour 7,Carcassonne City Open (W),"Carcassonne, France",19 May 2007,http://www.squashinfo.com/events/2282-womens-carcassonne-city-open-2007,False
925,5,WSA Tour 10,Subway Goshen Open (W),"Goshen, Indiana, USA",19 May 2007,http://www.squashinfo.com/events/2807-womens-goshen-open-2007,False
926,6,WSA Tour 4,NSC Satellite No2 (W),"Kuala Lumpur, Malaysia",18 May 2007,http://www.squashinfo.com/events/2919-womens-nsc-satellite-no2-2007,False
927,7,WSA Silver 15,Hurghada International (W),"Hurghada, Egypt",13 May 2007,http://www.squashinfo.com/events/462-womens-hurghada-international-2007,False
928,8,WSA Silver 15,Texas Open (W),"Dallas, USA",13 May 2007,http://www.squashinfo.com/events/2834-womens-texas-open-2007,False
929,9,WSA Tour 4,Top End Open (W),"Darwin, Australia",13 May 2007,http://www.squashinfo.com/events/2881-womens-top-end-open-2007,False
930,10,WSA Gold 35,Seoul Open (W),"Seoul, Republic of Korea",28 Apr 2007,http://www.squashinfo.com/events/1014-womens-seoul-open-2007,False
931,11,WSA Silver 15,Cannon Kirk Homes Irish Open (W),"Dublin, Ireland",22 Apr 2007,http://www.squashinfo.com/events/2796-womens-irish-open-2007,False
932,12,WSA Gold 50,Qatar Classic (W),"Doha, Qatar",17 Apr 2007,http://www.squashinfo.com/events/2565-womens-qatar-classic-2007,False
933,13,WSA Tour 7,Toronto Open (W),"Toronto, Canada",16 Apr 2007,http://www.squashinfo.com/events/2812-womens-toronto-open-2007,False
934,14,WSA Tour 4,Spaworld Hellendoorn Open (W),"Hellendoorn, Netherlands",15 Apr 2007,http://www.squashinfo.com/events/2867-womens-hellendoorn-open-2007,False
935,15,WSA Tour 4,Malmo Open (W),"Malmo, Sweden",15 Apr 2007,http://www.squashinfo.com/events/2897-womens-malmo-open-2007,False
936,16,WSA Gold 35,Sheikha Al Saad Kuwait Open (W),"Kuwait City, Kuwait",11 Apr 2007,http://www.squashinfo.com/events/2795-womens-kuwait-open-2007,False
937,17,WSA Tour 4,NSC Satellite No1 (W),"Kuala Lumpur, Malaysia",8 Apr 2007,http://www.squashinfo.com/events/2880-womens-nsc-satellite-no1-2007,False
938,18,WSA Tour 4,Creteil International Open (W),"Creteil, France",25 Mar 2007,http://www.squashinfo.com/events/2794-womens-creteil-international-open-2007,False
939,19,WSA Tour 4,Savcor Finnish Open (W),"Mikkeli, Finland",19 Mar 2007,http://www.squashinfo.com/events/2679-womens-finnish-open-2007,False
940,0,WSA Gold 35,CIMB KL Open (W),"Kuala Lumpur, Malaysia",17 Mar 2007,http://www.squashinfo.com/events/2793-womens-kl-open-2007,False
941,1,WSA Tour 4,Sigma Swiss Open (W),"Geneva, Switzerland",11 Mar 2007,http://www.squashinfo.com/events/2669-womens-swiss-open-2007,False
942,2,WSA Silver 15,Burning River Classic (W),"Cleveland, Ohio, USA",10 Mar 2007,http://www.squashinfo.com/events/2792-womens-burning-river-classic-2007,False
943,3,WSA Tour 4,Des Pyramides Open (W),"Le Port Marly, France",25 Feb 2007,http://www.squashinfo.com/events/2791-womens-des-pyramides-open-2007,False
944,4,WSA Tour 7,Gannon Southport Open (W),"Southport, CT, USA",23 Feb 2007,http://www.squashinfo.com/events/2790-womens-southport-open-2007,False
945,5,WSA Tour 10,Mayfair Lakeshore Open (W),"Toronto, Canada",19 Feb 2007,http://www.squashinfo.com/events/2806-womens-mayfair-lakeshore-open-2007,False
946,6,WSA Tour 4,Zack Swedish Open (W),"Linkoping, Sweden",11 Feb 2007,http://www.squashinfo.com/events/2808-womens-swedish-open-2007,False
947,7,WSA Tour 4,Grays Norwegian Open (W),"Oslo, Norway",4 Feb 2007,http://www.squashinfo.com/events/2805-womens-norwegian-open-2007,False
948,8,WSA Tour 10,EBS Dayton Open (W),"Dayton, Ohio, USA",29 Jan 2007,http://www.squashinfo.com/events/2653-womens-dayton-open-2007,False
949,9,WSA Tour 10,Buler Challenge Cup (W),Hong Kong,21 Jan 2007,http://www.squashinfo.com/events/2774-womens-buler-challenge-cup-2007,False
950,10,WSA Tour 4,Liberty Bell Open (W),"Philadelphia, USA",21 Jan 2007,http://www.squashinfo.com/events/2654-womens-liberty-bell-open-2007,False
951,11,WSA Silver 25,Harrow Greenwich Open (W),"Greenwich, CT, USA",14 Jan 2007,http://www.squashinfo.com/events/2652-womens-greenwich-open-2007,False
952,12,WSA Gold 35,Marsh Apawamis Open (W),"Rye, NY, USA",8 Jan 2007,http://www.squashinfo.com/events/2766-womens-apawamis-open-2007,False
953,13,WSA Tour 4,Flowerbulb Open (W),"Hillegom, Netherlands",17 Dec 2006,http://www.squashinfo.com/events/2740-womens-flowerbulb-open-2006,False
954,14,WSA Silver 25,Monte Carlo Classic (W),"Monte Carlo, Monaco",9 Dec 2006,http://www.squashinfo.com/events/2586-womens-monte-carlo-classic-2006,False
955,15,WSA Tour 10,Grays Oslo Open (W),"Oslo, Norway",2 Dec 2006,http://www.squashinfo.com/events/2742-womens-oslo-open-2006,False
956,16,WSA Platinum,World Open (W),"Belfast, Ireland",26 Nov 2006,http://www.squashinfo.com/events/2410-womens-world-open-2006,False
957,17,WSA Tour 10,Wolverhampton Open (W),"Wolverhampton, England",18 Nov 2006,http://www.squashinfo.com/events/2651-womens-wolverhampton-open-2006,False
