,index,tournament_type,name,location,date,url,matches_downloaded
570,10,PSA M15,GillenMarkets Irish Open (M),"Dublin, Ireland",23 Apr 2016,http://www.squashinfo.com/events/6602-mens-irish-open-2016,True
571,11,PSA M10,Northern Ontario Open (M),"Sudbury, Ontario, Canada",23 Apr 2016,http://www.squashinfo.com/events/6608-mens-northern-ontario-championship-2016,True
572,12,PSA M5,Balwin Assore Central Gauteng Open (M),"Johannesburg, South Africa",22 Apr 2016,http://www.squashinfo.com/events/6600-mens-central-gauteng-open-2016,True
573,13,PSA M10,Malaysian Tour No3 (M),"Kuala Lumpur, Malaysia",22 Apr 2016,http://www.squashinfo.com/events/6606-mens-malaysian-tour-no3-2016,True
574,14,PSA M70,Grasshopper Cup (M),"Zurich, Switzerland",17 Apr 2016,http://www.squashinfo.com/events/6592-mens-grasshopper-cup-2016,True
575,15,PSA M5,Rochester Pro-Am (M),"Rochester, NY, USA",17 Apr 2016,http://www.squashinfo.com/events/6598-mens-rochester-pro-am-2016,True
576,16,PSA M5,Malaysian Tour No2 (M),"Kuala Lumpur, Malaysia",16 Apr 2016,http://www.squashinfo.com/events/6595-mens-malaysian-tour-no2-2016,True
577,17,PSA M15,Parco Roshan Khan Open (M),"Karachi, Pakistan",14 Apr 2016,http://www.squashinfo.com/events/6591-mens-roshan-khan-open-2016,True
578,18,PSA M10,JBM Patrol Spring Classic (M),"Madison, Wisconsin, USA",10 Apr 2016,http://www.squashinfo.com/events/6582-mens-spring-classic-2016,True
579,19,PSA M5,Austrian Open (M),"Salzburg, Austria",9 Apr 2016,http://www.squashinfo.com/events/6579-mens-austrian-open-2016,True
580,0,PSA M5,Pilatus Cup (M),"Kriens, Switzerland",8 Apr 2016,http://www.squashinfo.com/events/6580-mens-pilatus-cup-2016,True
581,1,PSA M10,Trac Oil & Gas North of Scotland Open (M),"Aberdeen, Scotland",3 Apr 2016,http://www.squashinfo.com/events/6576-mens-north-of-scotland-open-2016,True
582,2,PSA M5,SVSL Sacramento Open (M),"Sacramento, California, USA",3 Apr 2016,http://www.squashinfo.com/events/6577-mens-sacramento-open-2016,True
583,3,PSA M5,Malaysian Tour No1 (M),"Melaka, Malaysia",31 Mar 2016,http://www.squashinfo.com/events/6574-mens-malaysian-tour-no1-2016,True
584,4,World Series,Allam British Open (M),"Hull, England",27 Mar 2016,http://www.squashinfo.com/events/1029-mens-british-open-2016,True
585,5,PSA M5,BCS Russian Open (M),"Moscow, Russia",27 Mar 2016,http://www.squashinfo.com/events/6573-mens-russian-open-2016,True
586,6,PSA M15,Qatar Circuit No3 (M),"Doha, Qatar",23 Mar 2016,http://www.squashinfo.com/events/6567-mens-qatar-circuit-no3-2016,True
587,7,PSA M5,Inno Wood Open (M),"Kriens, Switzerland",19 Mar 2016,http://www.squashinfo.com/events/6566-mens-inno-wood-open-2016,True
588,8,PSA M25,Squash Squared Wimbledon Club Open (M),"London, England",18 Mar 2016,http://www.squashinfo.com/events/6557-mens-wimbledon-club-open-2016,True
589,9,PSA M15,Qualico Manitoba Open (M),"Winnipeg, Canada",13 Mar 2016,http://www.squashinfo.com/events/6560-mens-manitoba-open-2016,True
590,10,PSA M15,Sekisui Open (M),"Kriens, Switzerland",13 Mar 2016,http://www.squashinfo.com/events/6558-mens-sekisui-open-2016,True
591,11,PSA M70,Canary Wharf Classic (M),"London, England",11 Mar 2016,http://www.squashinfo.com/events/6495-mens-canary-wharf-classic-2016,True
592,12,PSA M10,Life Time Atlanta Open (M),"Sandy Springs, Georgia, USA",6 Mar 2016,http://www.squashinfo.com/events/6552-mens-atlanta-open-2016,True
593,13,PSA M35,Montreal Open (M),"Montreal, Canada",6 Mar 2016,http://www.squashinfo.com/events/6553-mens-montreal-open-2016,True
594,14,PSA M5,True Potential Northumbria Open (M),"Newcastle, England",6 Mar 2016,http://www.squashinfo.com/events/6556-mens-northumbria-open-2016,True
595,15,PSA M10,Samson Seattle Open (M),"Seattle, USA",6 Mar 2016,http://www.squashinfo.com/events/6554-mens-seattle-open-2016,True
596,16,World Series,Guggenheim Partners & EquiTrust Windy City Open (M),"Chicago, USA",2 Mar 2016,http://www.squashinfo.com/events/6413-mens-windy-city-open-2016,True
597,17,PSA M5,Lew-Lapointe Discover Mount Royal University Open (M),"Calgary, Canada",28 Feb 2016,http://www.squashinfo.com/events/6546-mens-mount-royal-university-open-2016,True
598,18,PSA M5,Iran Squash Federation Kish Persian Gulf Cup (M),"Kish Island, Iran",28 Feb 2016,http://www.squashinfo.com/events/6545-mens-persian-gulf-cup-2016,True
599,19,PSA M5,Guilfoyle Financial PSA Toronto Classic (M),"Toronto, Canada",27 Feb 2016,http://www.squashinfo.com/events/6541-mens-toronto-classic-2016,True
600,0,PSA M100,Taeq PSA Squash Colombia Open (M),"Cartagena, Colombia",20 Feb 2016,http://www.squashinfo.com/events/6435-mens-squash-colombia-open-2016,True
601,1,PSA M15,Ganem Vein Institute Cactus Classic (M),"Phoenix, Arizona, USA",14 Feb 2016,http://www.squashinfo.com/events/6491-mens-cactus-classic-2016,True
602,2,PSA M70,UCS Swedish Open (M),"Linköping, Sweden",7 Feb 2016,http://www.squashinfo.com/events/6484-mens-swedish-open-2016,True
603,3,PSA M15,Oregon Open (M),"Portland, Oregon, USA",6 Feb 2016,http://www.squashinfo.com/events/6485-mens-oregon-open-2016,True
604,4,PSA M10,Bankers Hall Club Pro Am (M),"Calgary, Canada",31 Jan 2016,http://www.squashinfo.com/events/6460-mens-bankers-hall-club-pro-am-2016,True
605,5,PSA M5,Savcor Finnish Open (M),"Mikkeli, Finland",31 Jan 2016,http://www.squashinfo.com/events/6457-mens-finnish-open-2016,True
606,6,PSA M70,Motor City Open (M),"Bloomfield Hills, Detroit, USA",25 Jan 2016,http://www.squashinfo.com/events/6437-mens-motor-city-open-2016,True
607,7,PSA M5,Suez Helsinki Winter Challenger (M),"Helsinki, Finland",24 Jan 2016,http://www.squashinfo.com/events/6456-mens-helsinki-winter-challenger-2016,True
608,8,PSA M10,Holtrand Open (M),"Medicine Hat, Alberta, Canada",24 Jan 2016,http://www.squashinfo.com/events/6454-mens-holtrand-open-2016,True
609,9,PSA M5,Sandman Hotels Penticton Open (M),"Penticton, BC, Canada",17 Jan 2016,http://www.squashinfo.com/events/6453-mens-penticton-open-2016,True
610,10,World Series,JP Morgan Tournament of Champions (M),"New York, USA",14 Jan 2016,http://www.squashinfo.com/events/6411-mens-tournament-of-champions-2016,True
611,11,PSA M5,Open du Gard (M),"Nimes, France",10 Jan 2016,http://www.squashinfo.com/events/6450-mens-open-du-gard-2016,True
612,12,PSA M15,Qatar Circuit No2 (M),"Doha, Qatar",23 Dec 2015,http://www.squashinfo.com/events/6416-mens-qatar-circuit-no2-2015,True
613,13,PSA M5,Pareti Sport Life Open (M),"Kiev, Ukraine",19 Dec 2015,http://www.squashinfo.com/events/6415-mens-sport-life-open-2015,True
614,14,PSA M5,Imet Open (M),"Bratislava, Slovakia",13 Dec 2015,http://www.squashinfo.com/events/6406-mens-imet-open-2015,True
615,15,PSA M5,Malaysian Tour No11 (M),"Kuala Lumpur, Malaysia",10 Dec 2015,http://www.squashinfo.com/events/6404-mens-malaysian-tour-2015,True
616,16,PSA M5,Xmas Airport Challenger (M),"Berlin, Germany",6 Dec 2015,http://www.squashinfo.com/events/6401-mens-airport-challenger-2015,True
617,17,PSA M10,Betty Griffin Memorial Florida Open (M),"Boca Raton, USA",6 Dec 2015,http://www.squashinfo.com/events/6400-mens-florida-open-2015,True
618,18,PSA World Series,Cathay Pacific Sun Hung Kai Financial Hong Kong Open (M),Hong Kong,6 Dec 2015,http://www.squashinfo.com/events/6231-mens-hong-kong-open-2015,True
619,19,PSA M10,PSA Valencia Open (M),"Valencia, Spain",5 Dec 2015,http://www.squashinfo.com/events/6399-mens-valencia-open-2015,True
620,0,PSA M5,MAA Invitational (M),"Montreal, Canada",4 Dec 2015,http://www.squashinfo.com/events/6398-mens-maa-invitational-2015,True
621,1,PSA M10,London Open (M),"London, England",29 Nov 2015,http://www.squashinfo.com/events/6390-mens-london-open-2015,True
622,2,PSA M35,ReidBuilt Homes Edmonton Open (M),"Edmonton, Alberta, Canada",28 Nov 2015,http://www.squashinfo.com/events/6389-mens-edmonton-open-2015,True
623,3,PSA M5,Malaysian Tour No10 (M),"Kuala Lumpur, Malaysia",28 Nov 2015,http://www.squashinfo.com/events/6392-mens-malaysian-tour-no10-2015,True
624,4,PSA M5,Euro Styl Gdansk Open (M),"Gdansk, Poland",22 Nov 2015,http://www.squashinfo.com/events/6388-mens-gdansk-open-2015,True
625,5,PSA M10,Sunrise Foods Movember Saskatoon Boast Open (M),"Saskatoon, Canada",22 Nov 2015,http://www.squashinfo.com/events/6387-mens-saskatoon-boast-open-2015,True
626,6,World Championship,PSA World Championship (M),"Bellevue, Washington, USA",22 Nov 2015,http://www.squashinfo.com/events/6189-mens-world-championship-2015,True
627,7,PSA M5,Sutton Coldfield International (M),"Sutton Coldfield, England",21 Nov 2015,http://www.squashinfo.com/events/6386-mens-sutton-coldfield-international-2015,True
628,8,PSA M5,Malaysian Tour No9 (M),"Penang, Malaysia",20 Nov 2015,http://www.squashinfo.com/events/6384-mens-malaysian-tour-no9-2015,True
629,9,PSA M5,Mbair UK Bexley Open (M),"Bexley, England",15 Nov 2015,http://www.squashinfo.com/events/6374-mens-bexley-open-2015,True
630,10,PSA M5,Madison Open (M),"Madison, Wisconsin, USA",15 Nov 2015,http://www.squashinfo.com/events/6373-mens-madison-open-2015,True
631,11,PSA M5,Open International Niort Venise Verte (M),"Niort, France",15 Nov 2015,http://www.squashinfo.com/events/6372-mens-open-international-niort-venise-verte-2015,True
632,12,PSA M5,Malaysian Tour No8 (M),"Kuala Lumpur, Malaysia",14 Nov 2015,http://www.squashinfo.com/events/6370-mens-malaysian-tour-2015,True
633,13,PSA M15,Racquet Club Pro Series (M),"St Louis, Missouri, USA",14 Nov 2015,http://www.squashinfo.com/events/6369-mens-racquet-club-pro-series-2015,True
634,14,PSA M25,President's Gold Cup (M),"Islamabad, Pakistan",10 Nov 2015,http://www.squashinfo.com/events/6364-mens-presidents-gold-cup-2015,True
635,15,PSA M15,Qatar Circuit No1 (M),"Doha, Qatar",10 Nov 2015,http://www.squashinfo.com/events/6367-mens-qatar-circuit-no1-2015,True
636,16,PSA M10,GoodLife Open (M),"Ottawa, Canada",8 Nov 2015,http://www.squashinfo.com/events/6363-mens-goodlife-open-2015,True
637,17,PSA M10,Life Time Fitness Minneapolis Open (M),"Minneapolis, USA",8 Nov 2015,http://www.squashinfo.com/events/6362-mens-minneapolis-open-2015,True
638,18,PSA M5,Queensland Open (M),"Gold Coast, Australia",8 Nov 2015,http://www.squashinfo.com/events/6365-mens-queensland-open-2015,True
639,19,World Series,Qatar Classic (M),"Doha, Qatar",6 Nov 2015,http://www.squashinfo.com/events/6229-mens-qatar-classic-2015,True
640,0,PSA M5,Cleveland Skating Club Open (M),"Cleveland, Ohio, USA",1 Nov 2015,http://www.squashinfo.com/events/6353-mens-cleveland-skating-club-open-2015,True
641,1,PSA M5,Mackay Open (M),"Mackay, Queensland, Australia",1 Nov 2015,http://www.squashinfo.com/events/6351-mens-mackay-open-2015,True
642,2,PSA M35,Welaptega Bluenose Classic (M),"Halifax, Nova Scotia, Canada",25 Oct 2015,http://www.squashinfo.com/events/6346-mens-bluenose-classic-2015,True
643,3,PSA M10,Life Time Fitness Chicago Open (M),"Vernon Hills, Illinois, USA",25 Oct 2015,http://www.squashinfo.com/events/6345-mens-chicago-open-2015,True
644,4,PSA M25,CLIC Sargent St George's Hill Classic (M),"Weybridge, Surrey, England",24 Oct 2015,http://www.squashinfo.com/events/6344-mens-st-georges-hill-classic-2015,True
645,5,PSA M10,JSW Indian Circuit (M),"Chennai, India",22 Oct 2015,http://www.squashinfo.com/events/6342-mens-indian-circuit-2015,True
646,6,PSA M5,Black Knight & Copacabana White Oaks Court Classic (M),"Niagara-On-The-Lake, Ontario, Canada",18 Oct 2015,http://www.squashinfo.com/events/6336-mens-white-oaks-court-classic-2015,True
647,7,PSA M5,Securian Open (M),"St Paul, Minnesota, USA",17 Oct 2015,http://www.squashinfo.com/events/6335-mens-securian-open-2015,True
648,8,World Series,Delaware Investments US Open (M),"Philadelphia, USA",17 Oct 2015,http://www.squashinfo.com/events/6199-mens-us-open-2015,True
649,9,PSA M10,PSA Tour 10 AnyPresence Open (M),"McLean, Virginia, USA",10 Oct 2015,http://www.squashinfo.com/events/6333-mens-anypresence-open-2015,True
650,10,PSA M5,LOC Charing Cross Classic (M),"London, England",9 Oct 2015,http://www.squashinfo.com/events/6332-mens-charing-cross-classic-2015,True
651,11,PSA M25,Serena Hotels CAS International (M),"Islamabad, Pakistan",6 Oct 2015,http://www.squashinfo.com/events/6326-mens-cas-international-2015,True
652,12,PSA M15,Grays Norwegian Open (M),"Oslo, Norway",4 Oct 2015,http://www.squashinfo.com/events/6324-mens-norwegian-open-2015,True
653,13,PSA M10,Courtcraft Nick Matthew Academy Steel City Open (M),"Sheffield, England",4 Oct 2015,http://www.squashinfo.com/events/6325-mens-steel-city-open-2015,True
654,14,PSA M10,Wasatch Funds Salt Lake City Open (M),"Salt Lake City, USA",2 Oct 2015,http://www.squashinfo.com/events/6323-mens-salt-lake-city-open-2015,True
655,15,PSA M100,NetSuite Open (M),"San Francisco, USA",29 Sep 2015,http://www.squashinfo.com/events/6249-mens-netsuite-open-2015,True
656,16,PSA M35,Kolkata International JSW Indian Squash Circuit (M),"Kolkata, India",27 Sep 2015,http://www.squashinfo.com/events/6273-mens-kolkata-international-2015,True
657,17,PSA M5,Prague Open (M),"Prague, Czech Republic",27 Sep 2015,http://www.squashinfo.com/events/6321-mens-prague-open-2015,True
658,18,PSA M5,BDO Northfield Cup (M),"Waterloo, Ontario, Canada",26 Sep 2015,http://www.squashinfo.com/events/6320-mens-northfield-cup-2015,True
659,19,PSA M5,Kiva Club Open (M),"Santa Fe, New Mexico, USA",20 Sep 2015,http://www.squashinfo.com/events/6317-mens-kiva-club-open-2015,True
660,0,PSA M50,Macau Open (M),"Taipa, Macau",20 Sep 2015,http://www.squashinfo.com/events/6247-mens-macau-open-2015,True
661,1,PSA M35,Charlottesville Open (M),"Charlottesville, Virginia, USA",19 Sep 2015,http://www.squashinfo.com/events/6313-mens-charlottesville-open-2015,True
662,2,PSA M15,NASH Cup (M),"London, Ontario, Canada",19 Sep 2015,http://www.squashinfo.com/events/6314-mens-nash-cup-2015,True
663,3,PSA M5,XVI Trofeu Internacional Ciutat de Barcelona Open (M),"Barcelona, Spain",17 Sep 2015,http://www.squashinfo.com/events/6316-mens-ciutat-de-barcelona-open-2015,True
664,4,PSA M70,AJ Bell British Grand Prix (M),"Manchester, England",14 Sep 2015,http://www.squashinfo.com/events/6270-mens-british-grand-prix-2015,True
665,5,PSA M35,CCI International JSW Indian Squash Circuit (M),"Mumbai, India",13 Sep 2015,http://www.squashinfo.com/events/6157-mens-cci-international-2015,True
666,6,PSA M10,Champion Fiberglass Open (M),"Houston, Texas, USA",13 Sep 2015,http://www.squashinfo.com/events/6309-mens-champion-fiberglass-open-2015,True
667,7,PSA M5,Malaysian Tour No7 (M),"Kuantan, Pahang, Malaysia",12 Sep 2015,http://www.squashinfo.com/events/6307-mens-malaysian-tour-2015,True
668,8,PSA M5,Insel Brüggen Open (M),"Brüggen, Germany",6 Sep 2015,http://www.squashinfo.com/events/6288-mens-bruggen-open-2015,True
669,9,PSA M100,Stars on the Bund China Open (M),"Shanghai, China",6 Sep 2015,http://www.squashinfo.com/events/6156-mens-china-open-2015,True
670,10,PSA M5,North Coast Open (M),"Coffs Harbour, NSW, Australia",6 Sep 2015,http://www.squashinfo.com/events/6289-mens-north-coast-open-2015,True
671,11,PSA M15,NSCI Open JSW Indian Squash Circuit (M),"Mumbai, India",6 Sep 2015,http://www.squashinfo.com/events/6286-mens-nsci-open-2015,True
672,12,PSA M10,Open International de Squash de Nantes (M),"Nantes, France",6 Sep 2015,http://www.squashinfo.com/events/6285-mens-nantes-international-open-2015,True
673,13,PSA M5,Legacy Wealth Belfast Open (M),"Belfast, Ireland",30 Aug 2015,http://www.squashinfo.com/events/6279-mens-belfast-open-2015,True
674,14,PSA M5,Suez Helsinki Summer Challenge (M),"Helsinki, Finland",30 Aug 2015,http://www.squashinfo.com/events/6284-mens-helsinki-summer-challenge-2015,True
675,15,PSA M5,New South Wales Open (M),"Sydney, Australia",30 Aug 2015,http://www.squashinfo.com/events/6282-mens-new-south-wales-open-2015,True
676,16,PSA M5,City of Greater Bendigo International (M),"Bendigo, Victoria, Australia",23 Aug 2015,http://www.squashinfo.com/events/6277-mens-bendigo-international-2015,True
677,17,PSA M5,Zenit Black Sea Open (M),"Odessa, Ukraine",23 Aug 2015,http://www.squashinfo.com/events/6244-mens-black-sea-open-2015,True
678,18,PSA M5,Shepparton International (M),"Shepparton, Victoria, Australia",16 Aug 2015,http://www.squashinfo.com/events/6274-mens-shepparton-international-2015,True
679,19,PSA M5,Colony Ford Lincoln National Squash Academy Open (M),"Toronto, Canada",15 Aug 2015,http://www.squashinfo.com/events/6269-mens-national-squash-academy-open-2015,True
680,0,PSA M5,Malaysian Tour No6 (M),"Kangar, Perlis, Malaysia",14 Aug 2015,http://www.squashinfo.com/events/6271-mens-malaysian-tour-2015,True
681,1,PSA M5,Grand Sport Armenian Challenger (M),"Yerevan, Armenia",9 Aug 2015,http://www.squashinfo.com/events/6266-mens-armenian-challenger-2015,True
682,2,PSA M25,Australian Open (M),"Melbourne, Australia",9 Aug 2015,http://www.squashinfo.com/events/5930-mens-australian-open-2015,True
683,3,PSA M50,Club el Nogal Colombian Open (M),"Bogota, Colombia",8 Aug 2015,http://www.squashinfo.com/events/6155-mens-colombian-open-2015,True
684,4,PSA M15,Victorian Open (M),"Melbourne, Australia",2 Aug 2015,http://www.squashinfo.com/events/6242-mens-victorian-open-2015,True
685,5,PSA M5,Malaysian Tour No5 (M),"Kuching, Sarawak, Malaysia",31 Jul 2015,http://www.squashinfo.com/events/6245-mens-malaysian-tour-2015,True
686,6,PSA M5,City of Devonport Tasmanian Open (M),"Devonport, Tasmania, Australia",26 Jul 2015,http://www.squashinfo.com/events/6240-mens-tasmanian-open-2015,True
687,7,PSA M5,Madeira International Open (M),"Caniço, Madeira, Portugal",25 Jul 2015,http://www.squashinfo.com/events/6239-mens-madeira-international-open-2015,True
688,8,PSA M5,Château-Arnoux Open (M),"Château-Arnoux, France",12 Jul 2015,http://www.squashinfo.com/events/6227-mens-chateau-arnoux-open-2015,True
689,9,PSA M5,Contrex HK Challenge Cup (M),"Kowloon, Hong Kong",11 Jul 2015,http://www.squashinfo.com/events/6216-mens-hk-challenge-cup-2015,True
690,10,PSA Challenger 5,British Virgin Islands Open (M),"Tortola, British Virgin Islands",27 Jun 2015,http://www.squashinfo.com/events/6207-mens-british-virgin-islands-open-2015,True
691,11,PSA Challenger 5,Gibraltar Open (M),Gibraltar,27 Jun 2015,http://www.squashinfo.com/events/6208-mens-gibraltar-open-2015,True
692,12,PSA Challenger 15,Invercargill Licensing Trust NZ Southern Open (M),"Invercargill, New Zealand",21 Jun 2015,http://www.squashinfo.com/events/6179-mens-nz-southern-open-2015,True
693,13,PSA Challenger 10,DoubleDot Media Christchurch International Open (M),"Christchurch, New Zealand",14 Jun 2015,http://www.squashinfo.com/events/6173-mens-christchurch-international-open-2015,True
694,14,PSA Challenger 10,Select Gaming Kent Open (M),"Maidstone, England",7 Jun 2015,http://www.squashinfo.com/events/6163-mens-kent-open-2015,True
695,15,PSA Challenger 15,Fitzherbert Rowe Manawatu Lawyers New Zealand International Classic (M),"Palmerston North, New Zealand",7 Jun 2015,http://www.squashinfo.com/events/6167-mens-new-zealand-international-classic-2015,True
696,16,PSA Challenger 15,Costa Rica Open (M),"San Jose, Costa Rica",6 Jun 2015,http://www.squashinfo.com/events/6165-mens-costa-rica-open-2015,True
697,17,PSA Challenger 10,Open International d'Angers (M),"Angers, France",6 Jun 2015,http://www.squashinfo.com/events/6168-mens-open-international-dangers-2015,True
698,18,PSA Challenger 5,Pilatus Cup (M),"Kriens, Switzerland",6 Jun 2015,http://www.squashinfo.com/events/6166-mens-pilatus-cup-2015,True
699,19,PSA Challenger 5,City of Kalgoorlie & Boulder Golden Open (M),"Kalgoorlie, WA, Australia",1 Jun 2015,http://www.squashinfo.com/events/6154-mens-golden-open-2015,True
700,0,PSA International 35,Internacional Sporta Open (M),"Santa Catarina Pinula, Guatemala",31 May 2015,http://www.squashinfo.com/events/6153-mens-internacional-sporta-open-2015,True
701,1,PSA Challenger 10,Sekisui Open (M),"Kriens, Switzerland",31 May 2015,http://www.squashinfo.com/events/6152-mens-sekisui-open-2015,True
702,2,PSA International 25,HKFC International (M),"Happy Valley, Hong Kong",30 May 2015,http://www.squashinfo.com/events/6145-mens-hkfc-international-2015,True
703,3,PSA Challenger 5,Malaysian Tour No4 (M),"Kuala Lumpur, Malaysia",29 May 2015,http://www.squashinfo.com/events/6158-mens-malaysian-tour-2015,True
704,4,PSA Challenger 5,Inno Wood Open (M),"Kriens, Switzerland",24 May 2015,http://www.squashinfo.com/events/6148-mens-inno-wood-open-2015,True
705,5,PSA Challenger 5,Rathbones Jersey Classic (M),"St Clement, Jersey",24 May 2015,http://www.squashinfo.com/events/6146-mens-jersey-classic-2015,True
706,6,PSA Challenger 5,City of Perth WA Open (M),"Perth, Australia",24 May 2015,http://www.squashinfo.com/events/6147-mens-wa-open-2015,True
707,7,PSA Challenger 10,Paraguay Open (M),"Asuncion, Paraguay",23 May 2015,http://www.squashinfo.com/events/6139-mens-paraguay-open-2015,True
708,8,PSA International 25,Sharm El Sheikh International (M),"Sharm El Sheikh, Egypt",23 May 2015,http://www.squashinfo.com/events/6118-mens-sharm-el-sheikh-international-2015,True
709,9,PSA Challenger 5,Malaysian Tour No3 (M),"Penang, Malaysia",22 May 2015,http://www.squashinfo.com/events/6140-mens-malaysian-tour-2015,True
710,10,PSA World Series Platinum,Allam British Open (M),"Hull, England",17 May 2015,http://www.squashinfo.com/events/5975-mens-british-open-2015,True
711,11,PSA Challenger 10,Life Time Fitness Las Vegas Open (M),"Las Vegas, USA",17 May 2015,http://www.squashinfo.com/events/6115-mens-las-vegas-open-2015,True
712,12,PSA Challenger 5,South Australian Open (M),"Adelaide, Australia",17 May 2015,http://www.squashinfo.com/events/6117-mens-south-australian-open-2015,True
713,13,PSA Challenger 10,Regatas Resistencia Open (M),"Resistencia, Argentina",16 May 2015,http://www.squashinfo.com/events/6116-mens-regatas-resistencia-open-2015,True
714,14,PSA Challenger 5,Christchurch Vets Ipswich Open (M),"Ipswich, England",10 May 2015,http://www.squashinfo.com/events/6110-mens-ipswich-open-2015,True
715,15,PSA Challenger 10,NT Open (M),"Darwin, Australia",10 May 2015,http://www.squashinfo.com/events/6113-mens-nt-open-2015,True
716,16,PSA Challenger 5,Western Province Open (M),"Cape Town, South Africa",8 May 2015,http://www.squashinfo.com/events/6108-mens-western-province-open-2015,True
717,17,PSA International 25,Life Time Fitness Houston Open (M),"Houston, Texas, USA",3 May 2015,http://www.squashinfo.com/events/6102-mens-houston-open-2015,True
718,18,PSA Challenger 5,Golden Jubilee Squash Waikato Open (M),"Hamilton, New Zealand",3 May 2015,http://www.squashinfo.com/events/6103-mens-squash-waikato-open-2015,True
719,19,PSA Challenger 5,Keith Grainger Memorial UCT Open (M),"Cape Town, South Africa",1 May 2015,http://www.squashinfo.com/events/6092-mens-uct-open-2015,True
720,0,PSA Challenger 15,FMC International (M),"Lahore, Pakistan",27 Apr 2015,http://www.squashinfo.com/events/6091-mens-fmc-international-2015,True
721,1,PSA Challenger 5,Charlotte Open (M),"Charlotte, North Carolina, USA",26 Apr 2015,http://www.squashinfo.com/events/6090-mens-charlotte-open-2015,True
722,2,PSA International 25,Andorra Open (M),"Anyos, La Massana, Andorra",25 Apr 2015,http://www.squashinfo.com/events/5973-mens-andorra-open-2015,True
723,3,PSA Challenger 15,GillenMarkets Irish Open (M),"Dublin, Ireland",25 Apr 2015,http://www.squashinfo.com/events/6062-mens-irish-open-2015,True
724,4,PSA International 25,Northern Ontario Open (M),"Sudbury, Ontario, Canada",25 Apr 2015,http://www.squashinfo.com/events/6085-mens-northern-ontario-championship-2015,True
725,5,PSA Challenger 5,Assore Central Gauteng Open (M),"Johannesburg, South Africa",24 Apr 2015,http://www.squashinfo.com/events/6083-mens-central-gauteng-open-2015,True
726,6,PSA Challenger 5,Malaysian Tour 2nd Leg (M),"Paya Rumput, Malacca, Malaysia",24 Apr 2015,http://www.squashinfo.com/events/6088-mens-malaysian-tour-2015,True
727,7,PSA International 70,Grasshopper Cup (M),"Zurich, Switzerland",19 Apr 2015,http://www.squashinfo.com/events/5972-mens-grasshopper-cup-2015,True
728,8,PSA Challenger 5,Hazlow Electronics Rochester Pro-Am (M),"Rochester, NY, USA",19 Apr 2015,http://www.squashinfo.com/events/6068-mens-rochester-pro-am-2015,True
729,9,PSA Challenger 10,Garavan's Bar Paddy Whack Walsh West of Ireland Open (M),"Galway, Ireland",19 Apr 2015,http://www.squashinfo.com/events/6067-mens-west-of-ireland-open-2015,True
730,10,PSA Challenger 5,Austrian Open (M),"Salzburg, Austria",18 Apr 2015,http://www.squashinfo.com/events/6056-mens-austrian-open-2015,True
731,11,PSA Challenger 15,CNS International (M),"Karachi, Pakistan",14 Apr 2015,http://www.squashinfo.com/events/6053-mens-cns-international-2015,True
732,12,PSA Challenger 5,Brest International Classic (M),"Brest, France",10 Apr 2015,http://www.squashinfo.com/events/6052-mens-brest-international-classic-2015,True
733,13,PSA World Series Platinum,El Gouna International Open (M),"El Gouna, Egypt",10 Apr 2015,http://www.squashinfo.com/events/5969-mens-el-gouna-international-open-2015,True
734,14,PSA Challenger 10,Trac Oil & Gas North of Scotland Open (M),"Aberdeen, Scotland",5 Apr 2015,http://www.squashinfo.com/events/6051-mens-north-of-scotland-open-2015,True
735,15,PSA Challenger 15,IG Markets Open de Paris (M),"Paris, France",4 Apr 2015,http://www.squashinfo.com/events/6042-mens-open-de-paris-2015,True
736,16,PSA International 50,Canary Wharf Classic (M),"London, England",27 Mar 2015,http://www.squashinfo.com/events/5971-mens-canary-wharf-classic-2015,True
737,17,PSA Challenger 5,Malaysian Tour No1 (M),"Seri Menanti, Negeri Sembilan, Malaysia",27 Mar 2015,http://www.squashinfo.com/events/6037-mens-malaysian-tour-no1-2015,True
738,18,PSA Challenger 5,Geneva Open (M),"Geneva, Switzerland",22 Mar 2015,http://www.squashinfo.com/events/6032-mens-geneva-open-2015,True
739,19,PSA Challenger 15,Qualico Manitoba Open (M),"Winnipeg, Canada",15 Mar 2015,http://www.squashinfo.com/events/6036-mens-manitoba-open-2015,True
740,0,PSA Challenger 5,Club 250 Swiss Open (M),"Zurich, Switzerland",15 Mar 2015,http://www.squashinfo.com/events/6033-mens-swiss-open-2015,True
741,1,PSA Challenger 10,Stratos Seattle Open (M),"Seattle, USA",8 Mar 2015,http://www.squashinfo.com/events/6031-mens-seattle-open-2015,True
742,2,PSA World Series Platinum,Guggenheim Partners Windy City Open (M),"Chicago, USA",4 Mar 2015,http://www.squashinfo.com/events/5968-mens-windy-city-open-2015,True
743,3,PSA Challenger 5,MRU Open (M),"Calgary, Canada",28 Feb 2015,http://www.squashinfo.com/events/6027-mens-mru-open-2015,True
744,4,PSA Challenger 5,Guilfoyle Financial PSA Toronto Classic (M),"Toronto, Canada",28 Feb 2015,http://www.squashinfo.com/events/6026-mens-toronto-classic-2015,True
745,5,PSA Challenger 10,Pharco Alexandria Sporting Club Open (M),"Alexandria, Egypt",22 Feb 2015,http://www.squashinfo.com/events/6000-mens-alexandria-sporting-club-open-2015,True
