,index,tournament_type,name,location,date,url,matches_downloaded
171,11,Challenger Tour 5,Internazionali D'Italia (M),"Riccione, Italy",16 Dec 2018,http://www.squashinfo.com/events/7927-mens-internazionali-ditalia-2018,True
172,12,Challenger Tour 20,London Open (M),"London, England",16 Dec 2018,http://www.squashinfo.com/events/7928-mens-london-open-2018,True
173,13,Challenger Tour 20,CNS International (M),"Karachi, Pakistan",10 Dec 2018,http://www.squashinfo.com/events/7926-mens-cns-international-2018,True
174,14,World Tour Platinum,CIB Black Ball Open (M),"Cairo, Egypt",9 Dec 2018,http://www.squashinfo.com/events/7919-mens-black-ball-open-2018,True
175,15,Challenger Tour 10,Betty Griffin Memorial Florida Open (M),"Boca Raton, USA",9 Dec 2018,http://www.squashinfo.com/events/7922-mens-florida-open-2018,True
176,16,Challenger Tour 5,Imet Open (M),"Bratislava, Slovakia",9 Dec 2018,http://www.squashinfo.com/events/7923-mens-imet-open-2018,True
177,17,Challenger Tour 5,Ocean Blue Logistics Grimsby & Cleethorpes Open (M),"Cleethorpes, England",8 Dec 2018,http://www.squashinfo.com/events/7920-mens-grimsby-cleethorpes-open-2018,True
178,18,Challenger Tour 10,Securian Open (M),"St Paul, Minnesota, USA",8 Dec 2018,http://www.squashinfo.com/events/7921-mens-securian-open-2018,True
179,19,World Tour Bronze,Golootlo Pakistan Open (M),"Karachi, Pakistan",2 Dec 2018,http://www.squashinfo.com/events/7917-mens-pakistan-open-2018,True
180,0,Challenger Tour 5,Airport Challenger (M),"Berlin, Germany",25 Nov 2018,http://www.squashinfo.com/events/7913-mens-airport-challenger-2018,True
181,1,World Tour Platinum,Everbright Sun Hung Kai Hong Kong Open (M),Hong Kong,25 Nov 2018,http://www.squashinfo.com/events/7907-mens-hong-kong-open-2018,True
182,2,Challenger Tour 20,DHA Cup (M),"Karachi, Pakistan",24 Nov 2018,http://www.squashinfo.com/events/7909-mens-dha-cup-2018,True
183,3,Challenger Tour 5,Aston & Fincher Sutton Coldfield International (M),"Sutton Coldfield, England",24 Nov 2018,http://www.squashinfo.com/events/7911-mens-sutton-coldfield-international-2018,True
184,4,Challenger Tour 5,Czech Open (M),"Prague, Czech Republic",23 Nov 2018,http://www.squashinfo.com/events/7910-mens-czech-open-2018,True
185,5,Challenger Tour 10,Open International Niort Venise Verte (M),"Niort, France",18 Nov 2018,http://www.squashinfo.com/events/7904-mens-open-international-niort-venise-verte-2018,True
186,6,Challenger Tour 5,Romanian Open (M),"Cluj-Napoca, Romania",18 Nov 2018,http://www.squashinfo.com/events/7903-mens-romanian-open-2018,True
187,7,Challenger Tour 10,Movember Saskatoon Boast Open (M),"Saskatoon, Canada",18 Nov 2018,http://www.squashinfo.com/events/7906-mens-saskatoon-boast-open-2018,True
188,8,Challenger Tour 10,Brussels Open (M),"Brussels, Belgium",17 Nov 2018,http://www.squashinfo.com/events/7902-mens-brussels-open-2018,True
189,9,Challenger Tour 10,Alliance Fabricating Ltd Simon Warder Memorial Prostate Cancer Tournament (M),"Sarnia, Ontario, Canada",17 Nov 2018,http://www.squashinfo.com/events/7898-mens-simon-warder-memorial-prostate-cancer-tournament-2018,True
190,10,World Tour Bronze,QSF No.1 (M),"Doha, Qatar",14 Nov 2018,http://www.squashinfo.com/events/7897-mens-qsf-no1-2018,True
191,11,Challenger Tour 10,APM Kelowna Open (M),"Kelowna, BC, Canada",11 Nov 2018,http://www.squashinfo.com/events/7896-mens-kelowna-open-2018,True
192,12,Challenger Tour 30,Kolkata International (M),"Kolkata, India",11 Nov 2018,http://www.squashinfo.com/events/7894-mens-kolkata-international-2018,True
193,13,Challenger Tour 10,Swiss Open (M),"Uster, Switzerland",11 Nov 2018,http://www.squashinfo.com/events/7895-mens-swiss-open-2018,True
194,14,Challenger Tour 10,PSA Valencia Open (M),"Valencia, Spain",10 Nov 2018,http://www.squashinfo.com/events/7891-mens-valencia-open-2018,True
195,15,Challenger Tour 10,First Block Capital Jericho Open (M),"Vancouver, Canada",3 Nov 2018,http://www.squashinfo.com/events/7887-mens-jericho-open-2018,True
196,16,World Tour Platinum,Qatar Classic (M),"Doha, Qatar",2 Nov 2018,http://www.squashinfo.com/events/7872-mens-qatar-classic-2018,True
197,17,Challenger Tour 10,CIB Wadi Degla Open (M),"Cairo, Egypt",2 Nov 2018,http://www.squashinfo.com/events/7885-mens-wadi-degla-open-2018,True
198,18,Challenger Tour 5,Pacific Toyota Cairns International (M),"Cairns, Australia",28 Oct 2018,http://www.squashinfo.com/events/7875-mens-cairns-international-2018,True
199,19,Challenger Tour 10,WLJ Capital PSA Boston Open (M),"Framingham, Mass, USA",28 Oct 2018,http://www.squashinfo.com/events/7874-mens-boston-open-2018,True
200,0,Challenger Tour 5,Squash Provence Château-Arnoux Open (M),"Château-Arnoux, France",27 Oct 2018,http://www.squashinfo.com/events/7873-mens-chateau-arnoux-open-2018,True
201,1,World Tour Gold,Channel VAS Championship at St George's Hill (M),"Weybridge, Surrey, England",21 Oct 2018,http://www.squashinfo.com/events/7866-mens-channel-vas-championship-2018,True
202,2,Challenger Tour 30,Walker & Dunlop / Hussain Family Chicago Open (M),"Chicago, USA",21 Oct 2018,http://www.squashinfo.com/events/7868-mens-chicago-open-2018,True
203,3,Challenger Tour 20,Cleveland Skating Club Open (M),"Cleveland, Ohio, USA",21 Oct 2018,http://www.squashinfo.com/events/7867-mens-cleveland-skating-club-open-2018,True
204,4,Challenger Tour 5,Q Open (M),"Carrara, Queensland, Australia",21 Oct 2018,http://www.squashinfo.com/events/7870-mens-q-open-2018,True
205,5,Challenger Tour 20,Feleties Hotel International Championship (M),"Lahore, Pakistan",17 Oct 2018,http://www.squashinfo.com/events/7862-mens-feleties-hotel-international-championship-2018,True
206,6,World Tour Platinum,FS Investments US Open (M),"Philadelphia, USA",13 Oct 2018,http://www.squashinfo.com/events/7852-mens-us-open-2018,True
207,7,Challenger Tour 5,Big Head Wines White Oaks Court Classic (M),"Niagara-On-The-Lake, Ontario, Canada",13 Oct 2018,http://www.squashinfo.com/events/7861-mens-white-oaks-court-classic-2018,True
208,8,Challenger Tour 20,FMC International (M),"Lahore, Pakistan",12 Oct 2018,http://www.squashinfo.com/events/7860-mens-fmc-international-2018,True
209,9,Challenger Tour 10,Texas Open (M),"Houston, USA",7 Oct 2018,http://www.squashinfo.com/events/7851-mens-texas-open-2018,True
210,10,World Tour Gold,Oracle NetSuite Open (M),"San Francisco, USA",2 Oct 2018,http://www.squashinfo.com/events/7844-mens-netsuite-open-2018,True
211,11,Challenger Tour 10,Aspin Kemp & Associates Aspin Cup (M),"Charlottetown, Canada",29 Sep 2018,http://www.squashinfo.com/events/7847-mens-aspin-cup-2018,True
212,12,Challenger Tour 5,PSA Wakefield Open (M),"The Plains, Virginia, USA",29 Sep 2018,http://www.squashinfo.com/events/7848-mens-wakefield-open-2018,True
213,13,Challenger Tour 5,Kiva Club Open (M),"Santa Fe, New Mexico, USA",23 Sep 2018,http://www.squashinfo.com/events/7842-mens-kiva-club-open-2018,True
214,14,Challenger Tour 10,Madeira International Open (M),"Santa Cruz, Madeira, Portugal",23 Sep 2018,http://www.squashinfo.com/events/7841-mens-madeira-international-open-2018,True
215,15,Challenger Tour 5,Beijing Challenge Cup (M),"Beijing, China",22 Sep 2018,http://www.squashinfo.com/events/7840-mens-beijing-challenge-cup-2018,True
216,16,Challenger Tour 30,Queclink PSA HKFC International (M),"Happy Valley, Hong Kong",22 Sep 2018,http://www.squashinfo.com/events/7836-mens-hkfc-international-2018,True
217,17,Challenger Tour 10,NASH Cup (M),"London, Ontario, Canada",22 Sep 2018,http://www.squashinfo.com/events/7838-mens-nash-cup-2018,True
218,18,Challenger Tour 10,Remeo Open (M),"Helsinki, Finland",16 Sep 2018,http://www.squashinfo.com/events/7835-mens-remeo-open-2018,True
219,19,Challenger Tour 10,Sportwerk Open (M),"Hamburg, Germany",15 Sep 2018,http://www.squashinfo.com/events/7834-mens-sportwerk-open-2018,True
220,0,Challenger Tour 30,Serena Hotels CAS International (M),"Islamabad, Pakistan",14 Sep 2018,http://www.squashinfo.com/events/7832-mens-cas-international-2018,True
221,1,World Tour Gold,JP Morgan China Open (M),"Shanghai, China",9 Sep 2018,http://www.squashinfo.com/events/7827-mens-china-open-2018,True
222,2,Challenger Tour 30,Open International de Squash de Nantes (M),"Nantes, France",9 Sep 2018,http://www.squashinfo.com/events/7825-mens-open-international-de-squash-de-nantes-2018,True
223,3,Challenger Tour 5,Pharmasyntez Russian Open (M),"Moscow, Russia",9 Sep 2018,http://www.squashinfo.com/events/7829-mens-russian-open-2018,True
224,4,Challenger Tour 5,Roberts & Morrow North Coast Open (M),"Coffs Harbour, NSW, Australia",2 Sep 2018,http://www.squashinfo.com/events/7823-mens-north-coast-open-2018,True
225,5,Challenger Tour 5,Prague Open (M),"Prague, Czech Republic",30 Aug 2018,http://www.squashinfo.com/events/7803-mens-prague-open-2018,True
226,6,Challenger Tour 5,City of Greater Shepparton International (M),"Shepparton, Victoria, Australia",26 Aug 2018,http://www.squashinfo.com/events/7802-mens-shepparton-international-2018,True
227,7,Challenger Tour 10,Tarra Kia Bega Open (M),"Bega, NSW, Australia",12 Aug 2018,http://www.squashinfo.com/events/7797-mens-bega-open-2018,True
228,8,Challenger Tour 5,Squash Melbourne Open (M),"Melbourne, Australia",12 Aug 2018,http://www.squashinfo.com/events/7798-mens-squash-melbourne-open-2018,True
229,9,Challenger Tour 10,Growthpoint South African Open (M),"Pretoria, South Africa",11 Aug 2018,http://www.squashinfo.com/events/7792-mens-south-african-open-2018,True
230,10,Challenger Tour 10,Australian Open (M),"Melbourne, Australia",5 Aug 2018,http://www.squashinfo.com/events/7788-mens-australian-open-2018,True
231,11,PSA M35,Malaysian Open (M),"Kuala Lumpur, Malaysia",22 Jul 2018,http://www.squashinfo.com/events/7763-mens-malaysian-open-2018,True
232,12,PSA M5,City Of Greater Bendigo International (M),"Bendigo, Victoria, Australia",15 Jul 2018,http://www.squashinfo.com/events/7759-mens-bendigo-international-2018,True
233,13,PSA M10,Jubilee Insurance Pakistan Circuit No3 (M),"Karachi, Pakistan",11 Jul 2018,http://www.squashinfo.com/events/7757-mens-pakistan-circuit-no3-2018,True
234,14,PSA M5,South Australian Open (M),"Adelaide, Australia",8 Jul 2018,http://www.squashinfo.com/events/7737-mens-south-australian-open-2018,True
235,15,PSA M5,Guatemala Open (M),"Guatemala City, Guatemala",7 Jul 2018,http://www.squashinfo.com/events/7732-mens-guatemala-open-2018,True
236,16,PSA M10,SquashXL Open (M),"Auckland, New Zealand",1 Jul 2018,http://www.squashinfo.com/events/7728-mens-squashxl-open-2018,True
237,17,PSA M5,Gibraltar Open (M),Gibraltar,30 Jun 2018,http://www.squashinfo.com/events/7730-mens-gibraltar-open-2018,True
238,18,PSA M10,SNGPL Pakistan Circuit No2 (M),"Lahore, Pakistan",30 Jun 2018,http://www.squashinfo.com/events/7727-mens-pakistan-circuit-no2-2018,True
239,19,PSA M5,Grand Sport Armenian Challenger (M),"Yerevan, Armenia",27 Jun 2018,http://www.squashinfo.com/events/7726-mens-armenian-challenger-2018,True
240,0,PSA M10,ILT & Community Trust NZ Southern Open (M),"Invercargill, New Zealand",24 Jun 2018,http://www.squashinfo.com/events/7724-mens-nz-southern-open-2018,True
241,1,PSA M5,BTMI Barbados Open (M),"Christ Church, Barbados",23 Jun 2018,http://www.squashinfo.com/events/7714-mens-barbados-open-2018,True
242,2,PSA M10,SquashGym New Zealand International Classic (M),"Palmerston North, New Zealand",10 Jun 2018,http://www.squashinfo.com/events/7679-mens-new-zealand-international-classic-2018,True
243,3,PSA M5,Austrian Open (M),"Salzburg, Austria",9 Jun 2018,http://www.squashinfo.com/events/4345-mens-austrian-open-2018,True
244,4,World Series Finals,ATCO PSA Dubai World Series Finals (M),"Dubai, United Arab Emirates",9 Jun 2018,http://www.squashinfo.com/events/7675-mens-world-series-finals-2018,True
245,5,PSA M5,City of Kalgoorlie Boulder Golden Open (M),"Kalgoorlie, WA, Australia",4 Jun 2018,http://www.squashinfo.com/events/7677-mens-golden-open-2018,True
246,6,PSA M10,Tour de las Americas Paineiras Open Brasil (M),"São Paulo, Brazil",27 May 2018,http://www.squashinfo.com/events/7672-mens-paineiras-open-brasil-2018,True
247,7,PSA M50,Sporta Guatemala XI PSA Internacional Sporta Open (M),"Santa Catarina Pinula, Guatemala",26 May 2018,http://www.squashinfo.com/events/4763-mens-internacional-sporta-open-2018,True
248,8,PSA M15,Arnold Homes Tring Open (M),"Tring, Herts, England",26 May 2018,http://www.squashinfo.com/events/4889-mens-tring-open-2018,True
249,9,World Series,Allam British Open (M),"Hull, England",20 May 2018,http://www.squashinfo.com/events/7459-mens-british-open-2018,True
250,10,PSA M10,Tour de las Americas Paraguay Open (M),"Asuncion, Paraguay",19 May 2018,http://www.squashinfo.com/events/1635-mens-paraguay-open-2018,True
251,11,PSA M5,Vitesse Stortford Classic (M),"Bishop's Stortford, England",19 May 2018,http://www.squashinfo.com/events/7670-mens-stortford-classic-2018,True
252,12,PSA M5,Pakistan Circuit No1 (M),"Islamabad, Pakistan",13 May 2018,http://www.squashinfo.com/events/7668-mens-pakistan-circuit-no1-2018,True
253,13,PSA M25,Chamberlain Open (M),"Lagos, Nigeria",12 May 2018,http://www.squashinfo.com/events/7661-mens-chamberlain-open-2018,True
254,14,PSA M5,CityView Open (M),"Long Island City, NY, USA",12 May 2018,http://www.squashinfo.com/events/7658-mens-cityview-open-2018,True
255,15,PSA M5,Hasta la Vista Open (M),"Wroclaw, Poland",12 May 2018,http://www.squashinfo.com/events/7660-mens-hasta-la-vista-open-2018,True
256,16,PSA M5,NT Open (M),"Darwin, Australia",12 May 2018,http://www.squashinfo.com/events/7663-mens-nt-open-2018,True
257,17,PSA M10,Tour de las Americas Regatas Resistencia Open (M),"Resistencia, Argentina",12 May 2018,http://www.squashinfo.com/events/7659-mens-regatas-resistencia-open-2018,True
258,18,PSA M10,Rhiwbina Welsh Open (M),"Rhiwbina, Cardiff, Wales",12 May 2018,http://www.squashinfo.com/events/7657-mens-welsh-open-2018,True
259,19,PSA M10,ACT Open (M),"Canberra, Australia",6 May 2018,http://www.squashinfo.com/events/7653-mens-act-open-2018,True
260,0,PSA M15,CAC Open (M),"Sandy Springs, Georgia, USA",6 May 2018,http://www.squashinfo.com/events/7651-mens-cac-open-2018,True
261,1,PSA M5,NY Squash Hyder Trophy (M),"New York, USA",6 May 2018,http://www.squashinfo.com/events/7654-mens-hyder-trophy-2018,True
262,2,PSA M10,Abu Dhabi Open (M),"Abu Dhabi, United Arab Emirates",5 May 2018,http://www.squashinfo.com/events/7644-mens-abu-dhabi-open-2018,True
263,3,PSA M10,Tour de las Americas Mar del Plata Open (M),"Mar del Plata, Argentina",5 May 2018,http://www.squashinfo.com/events/7645-mens-mar-del-plata-open-2018,True
264,4,PSA M15,Irish Open (M),"Dublin, Ireland",28 Apr 2018,http://www.squashinfo.com/events/7635-mens-irish-open-2018,True
265,5,PSA M10,Pilatus Indoors Sekisui Open (M),"Kriens, Switzerland",28 Apr 2018,http://www.squashinfo.com/events/7639-mens-sekisui-open-2018,True
266,6,PSA M5,Tour de las Americas Villa La Angostura Open (M),"Villa La Angostura, Argentina",28 Apr 2018,http://www.squashinfo.com/events/7641-mens-villa-la-angostura-open-2018,True
267,7,World Series,El Gouna International Open (M),"El Gouna, Egypt",27 Apr 2018,http://www.squashinfo.com/events/7626-mens-el-gouna-international-open-2018,True
268,8,PSA M5,Keith Grainger Memorial UCT Open (M),"Cape Town, South Africa",27 Apr 2018,http://www.squashinfo.com/events/7633-mens-uct-open-2018,True
269,9,PSA M5,Madison Open (M),"Madison, Wisconsin, USA",22 Apr 2018,http://www.squashinfo.com/events/7631-mens-madison-open-2018,True
270,10,PSA M5,Guatemala Open (M),"Guatemala City, Guatemala",21 Apr 2018,http://www.squashinfo.com/events/7638-mens-guatemala-open-2018,True
271,11,PSA M10,Garavan's West of Ireland Open (M),"Galway, Ireland",21 Apr 2018,http://www.squashinfo.com/events/7632-mens-west-of-ireland-open-2018,True
272,12,PSA M5,Assore Balwin Central Gauteng Open (M),"Johannesburg, South Africa",20 Apr 2018,http://www.squashinfo.com/events/7627-mens-central-gauteng-open-2018,True
273,13,PSA M5,Hazlow Electronics Rochester Pro-Am (M),"Rochester, NY, USA",15 Apr 2018,http://www.squashinfo.com/events/7630-mens-rochester-pro-am-2018,True
274,14,PSA M5,Vogue Optical Atlantic Championship (M),"Charlottetown, Prince Edward Island, Canada",8 Apr 2018,http://www.squashinfo.com/events/7624-mens-atlantic-championship-2018,True
275,15,PSA M50,Macau Open (M),"Taipa, Macau",1 Apr 2018,http://www.squashinfo.com/events/7621-mens-macau-open-2018,True
276,16,PSA M10,"ScotiaMcLeod, Charlton & Hill Lethbridge Pro-Am (M)","Lethbridge, Alberta, Canada",25 Mar 2018,http://www.squashinfo.com/events/7614-mens-lethbridge-pro-am-2018,True
277,17,PSA M5,Subbotnik PSA Russian Open (M),"Moscow, Russia",25 Mar 2018,http://www.squashinfo.com/events/7616-mens-russian-open-2018,True
278,18,PSA M15,Lagos International Classic (M),"Lagos, Nigeria",24 Mar 2018,http://www.squashinfo.com/events/7611-mens-lagos-international-classic-2018,True
279,19,PSA M35,Squash Squared Wimbledon Club Open (M),"London, England",23 Mar 2018,http://www.squashinfo.com/events/7608-mens-wimbledon-club-open-2018,True
280,0,PSA M10,Annecy Open (M),"Seynod, France",18 Mar 2018,http://www.squashinfo.com/events/7604-mens-annecy-open-2018,True
281,1,PSA M5,Pure Blonde Elanora Open (M),"Elanora Heights, NSW, Australia",18 Mar 2018,http://www.squashinfo.com/events/7606-mens-elanora-open-2018,True
282,2,PSA M100,Grasshopper Cup (M),"Zurich, Switzerland",18 Mar 2018,http://www.squashinfo.com/events/7598-mens-grasshopper-cup-2018,True
283,3,PSA M15,Manitoba Open (M),"Winnipeg, Canada",18 Mar 2018,http://www.squashinfo.com/events/7605-mens-manitoba-open-2018,True
284,4,PSA M5,Cronimet Open (M),"Skellefteå, Sweden",17 Mar 2018,http://www.squashinfo.com/events/7603-mens-cronimet-open-2018,True
285,5,PSA M5,Malaysian Tour No7 (M),"Kuching, Sarawak, Malaysia",16 Mar 2018,http://www.squashinfo.com/events/7601-mens-malaysian-tour-no7-2018,True
286,6,PSA M5,Contrex HK Challenge Cup (M),"Kowloon, Hong Kong",11 Mar 2018,http://www.squashinfo.com/events/7596-mens-hk-challenge-cup-2018,True
287,7,PSA M10,TRAC Oil & Gas North of Scotland Open (M),"Aberdeen, Scotland",11 Mar 2018,http://www.squashinfo.com/events/7588-mens-north-of-scotland-open-2018,True
