,tournament_index,round,players,result
1024,34,Quarter-finals,[9/16] Waqas Mehboob (PAK) bt [6] Zahir Shah (PAK),"9-11, 13-11, 11-6, 11-5 (45m)"
1025,34,Quarter-finals,[7] Danish Atlas Khan (PAK) bt [4] Farhan Zaman (PAK),"7-11, 11-2, 11-4, 11-9 (38m)"
1026,34,Quarter-finals,[2] Asim Khan (PAK) bt [5] Israr Ahmed (PAK),"11-7, 11-3, 11-3 (28m)"
1027,34,2nd round,[1] Tayyab Aslam (PAK) bt Noor Zaman (PAK),"11-5, 11-4, 13-15, 11-8 (33m)"
1028,34,2nd round,[8] Muhammad Bilal (ITA) bt [9/16] Saad Abdullah (PAK),"11-4, 11-6, 11-3 (25m)"
1029,34,2nd round,[6] Zahir Shah (PAK) bt [WC] Faizan Khan (PAK),"11-9, 12-10, 11-5 (20m)"
1030,34,2nd round,[9/16] Waqas Mehboob (PAK) bt [3] Amaad Fareed (PAK),"8-11, 11-9, 11-7, 11-9 (43m)"
1031,34,2nd round,[4] Farhan Zaman (PAK) bt Waqar Mehboob (PAK),"12-10, 11-5, 6-11, 8-11, 11-5 (50m)"
1032,34,2nd round,[7] Danish Atlas Khan (PAK) bt Farhan Hashmi (PAK),"11-7, 11-1, 7-11, 11-7 (28m)"
1033,34,2nd round,[5] Israr Ahmed (PAK) bt Salman Saleem (PAK),"11-7, 8-11, 11-6, 11-8 (42m)"
1034,34,2nd round,[2] Asim Khan (PAK) bt [9/16] Naveed Rehman (PAK),"11-8, 11-4, 11-4 (20m)"
1035,34,1st round,[1] Tayyab Aslam (PAK),bye
1036,34,1st round,Noor Zaman (PAK) bt [9/16] Darosham Khan (CAN),"11-7, 11-2, 11-5 (22m)"
1037,34,1st round,[9/16] Saad Abdullah (PAK) bt [WC] Rafi Khan (PAK),"11-1, 11-7, 13-15, 7-11, 11-8 (41m)"
1038,34,1st round,[8] Muhammad Bilal (ITA),bye
1039,34,1st round,[6] Zahir Shah (PAK),bye
1040,34,1st round,[WC] Faizan Khan (PAK) bt [9/16] Muhammad Abdul Qadir (PAK),"11-13, 8-11, 11-6, 11-9, 11-2 (49m)"
1041,34,1st round,[9/16] Waqas Mehboob (PAK) bt AbdulHadi Jahan Khan (ENG),"11-2, 11-2, 11-2 (26m)"
1042,34,1st round,[3] Amaad Fareed (PAK),bye
1043,34,1st round,[4] Farhan Zaman (PAK),bye
1044,34,1st round,Waqar Mehboob (PAK) bt [9/16] Muhammad Farhan (PAK),"9-11, 11-2, 11-2, 11-3 (19m)"
1045,34,1st round,Farhan Hashmi (PAK) bt [9/16] Bilal Zakir (PAK),"11-8, 11-9, 12-10 (33m)"
1046,34,1st round,[7] Danish Atlas Khan (PAK),bye
1047,34,1st round,[5] Israr Ahmed (PAK),bye
1048,34,1st round,Salman Saleem (PAK) bt [9/16] Owais Rasheed (PAK),"11-6, 6-11, 11-8, 11-6 (26m)"
1049,34,1st round,[9/16] Naveed Rehman (PAK) bt Haseeb Taj (PAK),"11-1, 11-6, 11-1 (12m)"
1050,34,1st round,[2] Asim Khan (PAK),bye
1051,35,Final,[4] Harinder Pal Sandhu (IND) bt [7] Tomotaka Endo (JPN),"11-5, 11-6, 11-7 (31m)"
1052,35,Semi-finals,[4] Harinder Pal Sandhu (IND) bt [2] Aditya Jagtap (IND),"8-11, 15-13, 11-6, 11-9 (61m)"
1053,35,Semi-finals,[7] Tomotaka Endo (JPN) bt [WC] Abhishek Agarwal (IND),"13-11, 8-11, 11-4, 9-11, 11-8 (67m)"
1054,35,Quarter-finals,[2] Aditya Jagtap (IND) bt [9/16] Abhay Singh (IND),"11-5, 11-3, 11-3 (30m)"
1055,35,Quarter-finals,[4] Harinder Pal Sandhu (IND) bt [8] Ondrej Uherka (CZE),"11-7, 9-11, 6-11, 11-6, 11-7 (57m)"
1056,35,Quarter-finals,[WC] Abhishek Agarwal (IND) bt [6] Angus Gillams (SCO),"11-13, 11-2, 3-11, 13-11, 11-9 (67m)"
1057,35,Quarter-finals,[7] Tomotaka Endo (JPN) bt Velavan Senthilkumar (IND),"11-7, 12-10, 4-11, 9-11, 11-7 (54m)"
1058,35,2nd round,[2] Aditya Jagtap (IND) bt [9/16] Aadit Zaveri (IND),"11-4, 11-4, 11-5 (31m)"
1059,35,2nd round,[9/16] Abhay Singh (IND) bt [5] Martin Svec (CZE),"11-8, 11-1, 11-6 (35m)"
1060,35,2nd round,[8] Ondrej Uherka (CZE) bt [9/16] Harley Lam (HKG),"11-9, 11-9, 11-9 (30m)"
1061,35,2nd round,[4] Harinder Pal Sandhu (IND) bt [9/16] Abhishek Pradhan (IND),"11-9, 11-5, 11-8 (32m)"
1062,35,2nd round,[WC] Abhishek Agarwal (IND) bt [3] Bernat Jaume (ESP),"11-6, 11-9, 5-11, 5-11, 11-3 (56m)"
1063,35,2nd round,[6] Angus Gillams (SCO) bt [9/16] Shady El Sherbiny (EGY),"11-8, 11-3, 11-5 (34m)"
1064,35,2nd round,[7] Tomotaka Endo (JPN) bt [9/16] Anthony Rogal (ENG),"11-6, 11-7, 9-11, 11-1 (30m)"
1065,35,2nd round,Velavan Senthilkumar (IND) bt [1] Mahesh Mangaonkar (IND),"6-11, 1-11, 11-4, 16-14, 6-8 ret."
1066,35,1st round,[2] Aditya Jagtap (IND),bye
1067,35,1st round,[9/16] Aadit Zaveri (IND) bt Lewis Doughty (ENG),"11-5, 10-12, 11-9, 11-9 (52m)"
1068,35,1st round,[9/16] Abhay Singh (IND) bt [WC] Sandeep Ramachandran (IND),"11-8, 11-5, 11-8 (28m)"
1069,35,1st round,[5] Martin Svec (CZE),bye
1070,35,1st round,[8] Ondrej Uherka (CZE),bye
1071,35,1st round,[9/16] Harley Lam (HKG) bt Guhan Senthilkumar (IND),"11-6, 10-12, 11-4, 11-9 (45m)"
1072,35,1st round,[9/16] Abhishek Pradhan (IND) bt Rahul Baitha (IND),"11-5, 11-8, 11-7 (31m)"
1073,35,1st round,[4] Harinder Pal Sandhu (IND),bye
1074,35,1st round,[3] Bernat Jaume (ESP),bye
1075,35,1st round,[WC] Abhishek Agarwal (IND) bt [9/16] Matthew Lai (HKG),"7-11, 12-10, 11-8, 7-11, 11-9 (72m)"
1076,35,1st round,[9/16] Shady El Sherbiny (EGY) bt Hazem Helmy (EGY),"14-16, 8-11, 11-5, 11-6, 11-2 (59m)"
1077,35,1st round,[6] Angus Gillams (SCO),bye
1078,35,1st round,[7] Tomotaka Endo (JPN),bye
1079,35,1st round,[9/16] Anthony Rogal (ENG) bt Chung Yat Long (HKG),"11-8, 11-5, 9-11, 11-8 (36m)"
1080,35,1st round,Velavan Senthilkumar (IND) bt [9/16] Omar Elkattan (EGY),"11-4, 6-11, 11-6, 11-8 (30m)"
1081,35,1st round,[1] Mahesh Mangaonkar (IND),bye
1082,36,Final,[3] Tayyab Aslam (PAK) bt [8] Farhan Mehboob (PAK),"11-8, 13-11, 11-4 (40m)"
1083,36,Semi-finals,[8] Farhan Mehboob (PAK) bt [1] Youssef Ibrahim (EGY),"8-11, 14-16, 11-2, 11-5, 12-10 (50m)"
1084,36,Semi-finals,[3] Tayyab Aslam (PAK) bt [2] Mohamed Elsherbini (EGY),"11-6, 9-11, 11-9, 11-9 (46m)"
1085,36,Quarter-finals,[1] Youssef Ibrahim (EGY) bt [5] Asim Khan (PAK),"13-11, 11-13, 11-5, 11-9 (44m)"
1086,36,Quarter-finals,[8] Farhan Mehboob (PAK) bt [9/16] Farhan Zaman (PAK),"11-2, 4-11, 11-5, 11-3 (20m)"
1087,36,Quarter-finals,[3] Tayyab Aslam (PAK) bt Yahya Elnawasany (EGY),"11-2, 11-8, 11-3 (20m)"
1088,36,Quarter-finals,[2] Mohamed Elsherbini (EGY) bt [6] Rui Soares (POR),"11-7, 11-9, 11-7 (34m)"
1089,36,2nd round,[1] Youssef Ibrahim (EGY) bt [9/16] Wong Chi Him (HKG),"9-11, 6-11, 11-3, 11-5, 11-4 (41m)"
1090,36,2nd round,[5] Asim Khan (PAK) bt Curtis Malik (ENG),"11-5, 11-7, 11-9 (36m)"
1091,36,2nd round,[8] Farhan Mehboob (PAK) bt [9/16] Amaad Fareed (PAK),"7-11, 11-5, 5-11, 11-7, 11-5 (40m)"
1092,36,2nd round,[9/16] Farhan Zaman (PAK) bt [4] Mazen Gamal (EGY),"11-13, 11-9, 3-11, 11-2, 12-10 (56m)"
1093,36,2nd round,[3] Tayyab Aslam (PAK) bt [WC] Noor Zaman (PAK),"11-8, 13-11, 11-5 (25m)"
1094,36,2nd round,Yahya Elnawasany (EGY) bt [7] Lau Tsz Kwan (HKG),"12-10, 11-8, 8-11, 11-7 (25m)"
1095,36,2nd round,[6] Rui Soares (POR) bt [9/16] Yannik Omlor (GER),"12-10, 11-8, 11-8 (37m)"
1096,36,2nd round,[2] Mohamed Elsherbini (EGY) bt [9/16] Tang Ming Hong (HKG),"11-7, 11-6, 11-7 (26m)"
1097,36,1st round,[1] Youssef Ibrahim (EGY),bye
1098,36,1st round,[9/16] Wong Chi Him (HKG) bt Israr Ahmed (PAK),"9-11, 11-1, 11-8, 11-6 (32m)"
1099,36,1st round,Curtis Malik (ENG) bt [9/16] Mohammad Alsarraj (JOR),"11-8, 12-14, 11-5, 13-15, 11-6"
1100,36,1st round,[5] Asim Khan (PAK),bye
1101,36,1st round,[8] Farhan Mehboob (PAK),bye
1102,36,1st round,[9/16] Amaad Fareed (PAK) bt Darren Pragasam (MAS),"11-2, 8-11, 11-1, 11-8 (32m)"
1103,36,1st round,[9/16] Farhan Zaman (PAK) bt [WC] Zeeshan Zeb (PAK),"11-5, 12-10, 11-9 (26m)"
1104,36,1st round,[4] Mazen Gamal (EGY),bye
1105,36,1st round,[3] Tayyab Aslam (PAK),bye
1106,36,1st round,[WC] Noor Zaman (PAK) bt [9/16] Ahmed Hosny (EGY),"11-9, 5-11, 11-5, 11-4 (30m)"
1107,36,1st round,Yahya Elnawasany (EGY) bt [9/16] Aqeel Rehman (AUT),"9-11, 11-3, 11-8, 9-11, 11-3 (35m)"
1108,36,1st round,[7] Lau Tsz Kwan (HKG),bye
1109,36,1st round,[6] Rui Soares (POR),bye
1110,36,1st round,[9/16] Yannik Omlor (GER) bt Khaled Labib (EGY),"11-9, 8-11, 1-11, 11-7, 11-7 (60m)"
1111,36,1st round,[9/16] Tang Ming Hong (HKG) bt Ong Sai Hung (MAS),"4-11, 11-5, 9-11, 11-8, 11-3 (44m)"
1112,36,1st round,[2] Mohamed Elsherbini (EGY),bye
1113,37,Final,[1] Daniel Mekbib (CZE) bt [8] Viktor Byrtus (CZE),"11-7, 7-11, 11-8, 6-11, 11-8 (66m)"
1114,37,Semi-finals,[8] Viktor Byrtus (CZE) bt [4] Hugo Varela (ESP),"11-9, 11-6, 11-6 (38m)"
1115,37,Semi-finals,[1] Daniel Mekbib (CZE) bt [9/16] Elliott Morris Devred (WAL),"11-8, 11-7, 11-7 (34m)"
1116,37,Quarter-finals,[8] Viktor Byrtus (CZE) bt [2] Farkas Balazs (HUN),"6-11, 11-8, 11-8, 11-8 (52m)"
1117,37,Quarter-finals,[4] Hugo Varela (ESP) bt [6] Miles Jenkins (ENG),"3-11, 11-3, 11-7, 11-1 (51m)"
1118,37,Quarter-finals,[9/16] Elliott Morris Devred (WAL) bt [9/16] Ivan Perez (ESP),"11-2, 3-11, 9-11, 11-9, 11-6 (64m)"
1119,37,Quarter-finals,[1] Daniel Mekbib (CZE) bt [5] Jakub Solnicky (CZE),"11-6, 11-4, 11-3 (31m)"
1120,37,2nd round,[2] Farkas Balazs (HUN) bt Tomáš Toth (SVK),"11-6, 11-2, 11-8 (24m)"
1121,37,2nd round,[8] Viktor Byrtus (CZE) bt [WC] Marek Panacek (CZE),"11-6, 8-11, 11-3, 11-2 (50m)"
1122,37,2nd round,[6] Miles Jenkins (ENG) bt [9/16] Amadeo Costa (SUI),"11-5, 11-5, 11-6 (33m)"
1123,37,2nd round,[4] Hugo Varela (ESP) bt [9/16] Valerii Fedoruk (UKR),"11-6, 11-2, 11-7 (31m)"
1124,37,2nd round,[9/16] Ivan Perez (ESP) bt [3] Roshan Bharos (NED),"11-7, 11-9, 11-13, 11-6 (63m)"
1125,37,2nd round,[9/16] Elliott Morris Devred (WAL) bt [7] Cédric Kuchen (SUI),"15-13, 7-11, 11-0, 13-11 (46m)"
1126,37,2nd round,[5] Jakub Solnicky (CZE) bt [9/16] Erik Jakobsson (SWE),"9-11, 11-5, 11-5, 10-12, 11-5 (55m)"
1127,37,2nd round,[1] Daniel Mekbib (CZE) bt Lewis Anderson (ENG),"11-9, 11-7, 11-13, 11-7 (47m)"
1128,37,1st round,[2] Farkas Balazs (HUN),bye
1129,37,1st round,Tomáš Toth (SVK) bt [9/16] Marc ter Sluis (NED),"11-2, 9-11, 9-11, 11-6, 11-2 (42m)"
1130,37,1st round,[WC] Marek Panacek (CZE) bt [9/16] Joel Jaume (ESP),"11-4, 11-8, 11-13, 11-6 (50m)"
1131,37,1st round,[8] Viktor Byrtus (CZE),bye
1132,37,1st round,[6] Miles Jenkins (ENG),bye
1133,37,1st round,[9/16] Amadeo Costa (SUI) bt Matej Hrnčiřík (SVK),"3-11, 11-8, 11-5, 11-4 (35m)"
1134,37,1st round,[9/16] Valerii Fedoruk (UKR) bt Manuel Paquemar (FRA),"11-9, 7-11, 11-8, 11-8 (38m)"
1135,37,1st round,[4] Hugo Varela (ESP),bye
1136,37,1st round,[3] Roshan Bharos (NED),bye
1137,37,1st round,[9/16] Ivan Perez (ESP) bt [WC] Marc Lopez (ESP),"9-11, 11-4, 11-2, 11-9 (53m)"
1138,37,1st round,[9/16] Elliott Morris Devred (WAL) bt Simon Herbert (ENG),"9-11, 11-1, 11-4, 11-9 (40m)"
1139,37,1st round,[7] Cédric Kuchen (SUI),bye
1140,37,1st round,[5] Jakub Solnicky (CZE),bye
1141,37,1st round,[9/16] Erik Jakobsson (SWE) bt Fergus Richards (SCO),"8-11, 11-6, 13-11, 11-7 (59m)"
1142,37,1st round,Lewis Anderson (ENG) bt [9/16] Jack Turney (ENG),"12-10, 4-11, 11-3, 11-6 (32m)"
1143,37,1st round,[1] Daniel Mekbib (CZE),bye
1144,38,Final,[1] Vikram Malhotra (IND) bt [6] Jesus Camacho (MEX),"11-6, 11-6, 11-4 (39m)"
1145,38,Semi-finals,[1] Vikram Malhotra (IND) bt [3] Mazen Gamal (EGY),"11-9, 12-14, 11-3, 11-9 (84m)"
1146,38,Semi-finals,[6] Jesus Camacho (MEX) bt [2] Auguste Dussourd (FRA),"11-8, 11-2, 10-12, 11-9 (86m)"
1147,38,Quarter-finals,[1] Vikram Malhotra (IND) bt Leandro Romiglio (ARG),"11-4, 6-11, 11-9, 11-7 (40m)"
1148,38,Quarter-finals,[3] Mazen Gamal (EGY) bt [5] Christopher Gordon (USA),"10-12, 11-6, 8-11, 11-3, 11-3 (55m)"
1149,38,Quarter-finals,[6] Jesus Camacho (MEX) bt [4] Peter Creed (WAL),"5-11, 11-8, 11-3, 9-11, 11-4 (80m)"
1150,38,Quarter-finals,[2] Auguste Dussourd (FRA) bt [7] Sean Conroy (IRL),"11-8, 11-5, 11-8 (35m)"
1151,38,1st round,[1] Vikram Malhotra (IND) bt Anthony Rogal (ENG),"11-6, 11-4, 11-5 (35m)"
1152,38,1st round,Leandro Romiglio (ARG) bt [8] Jean-Pierre Brits (RSA),"11-7, 8-11, 11-3, 11-4 (55m)"
1153,38,1st round,[5] Christopher Gordon (USA) bt Josue Enriquez (GUA),"11-7, 11-2, 11-4 (30m)"
1154,38,1st round,[3] Mazen Gamal (EGY) bt [WC] Amr Arafa (EGY),"11-8, 8-11, 11-2, 11-1 (40m)"
1155,38,1st round,[4] Peter Creed (WAL) bt Jamie Ruggiero (USA),"11-4, 11-1, 11-0 (35m)"
1156,38,1st round,[6] Jesus Camacho (MEX) bt Diego Gobbi (BRA),"11-9, 11-9, 12-10 (40m)"
1157,38,1st round,[7] Sean Conroy (IRL) bt Mark Broekman (ENG),"11-8, 11-9, 11-6 (45m)"
1158,38,1st round,[2] Auguste Dussourd (FRA) bt Edgar Ramirez (COL),"13-11, 13-11, 11-7 (45m)"
1159,39,Final,[9/16] Tom Ford (ENG) bt [1] Farkas Balazs (HUN),"11-4, 9-11, 11-4, 12-10 (45m)"
1160,39,Semi-finals,[1] Farkas Balazs (HUN) bt [4] Hugo Varela (ESP),"11-6, 10-12, 11-4, 11-6"
1161,39,Semi-finals,[9/16] Tom Ford (ENG) bt [2] Fabien Verseille (FRA),"8-11, 6-11, 12-10, 11-9, 11-9 (90m)"
1162,39,Quarter-finals,[1] Farkas Balazs (HUN) bt [9/16] Elliott Morris Devred (WAL),"11-2, 11-13, 11-2, 13-11 (50m)"
1163,39,Quarter-finals,[4] Hugo Varela (ESP) bt [9/16] Joel Jaume (ESP),"11-2, 11-3, 11-7 (35m)"
1164,39,Quarter-finals,[9/16] Tom Ford (ENG) bt [5] Sam Todd (ENG),"11-13, 11-9, 11-9, 13-11 (60m)"
1165,39,Quarter-finals,[2] Fabien Verseille (FRA) bt [9/16] Marc ter Sluis (NED),"11-7, 11-8, 11-7 (40m)"
1166,39,2nd round,[1] Farkas Balazs (HUN) bt [9/16] Velavan Senthilkumar (IND),"4-11, 5-11, 11-9, 11-3, 11-6 (60m)"
1167,39,2nd round,[9/16] Elliott Morris Devred (WAL) bt [6] Sergio Garcia Pollan (ESP),"10-12, 11-7, 11-6, 11-5 (40m)"
1168,39,2nd round,[9/16] Joel Jaume (ESP) bt [7] Owain Taylor (WAL),"6-11, 11-9, 11-6, 5-11, 15-13 (82m)"
1169,39,2nd round,[4] Hugo Varela (ESP) bt [WC] Manuel Paquemar (FRA),"11-7, 12-10, 11-9 (35m)"
1170,39,2nd round,[9/16] Tom Ford (ENG) bt [3] Roshan Bharos (NED),"8-11, 11-8, 11-3, 11-7 (40m)"
1171,39,2nd round,[5] Sam Todd (ENG) bt [9/16] Ivan Perez (ESP),"9-11, 8-11, 11-6, 12-10, 11-7 (60m)"
1172,39,2nd round,[9/16] Marc ter Sluis (NED) bt [8] Valerii Fedoruk (UKR),"11-7, 11-3, 11-5 (25m)"
1173,39,2nd round,[2] Fabien Verseille (FRA) bt [9/16] Toufik Mekhalfi (FRA),"11-7, 11-9, 11-8 (35m)"
1174,39,1st round,[1] Farkas Balazs (HUN),bye
1175,39,1st round,[9/16] Velavan Senthilkumar (IND) bt Jack Turney (ENG),"11-8, 11-7, 11-9"
1176,39,1st round,[9/16] Elliott Morris Devred (WAL) bt Youssef Galal (EGY),"11-3, 11-8, 11-4"
1177,39,1st round,[6] Sergio Garcia Pollan (ESP),bye
1178,39,1st round,[7] Owain Taylor (WAL),bye
1179,39,1st round,[9/16] Joel Jaume (ESP) bt [WC] Adrien Douillard (FRA),"11-5, 12-10, 11-6"
1180,39,1st round,[WC] Manuel Paquemar (FRA) bt [9/16] Nilo Vidal (ESP),"11-8, 8-11, 10-12, 11-5, 12-10"
1181,39,1st round,[4] Hugo Varela (ESP),bye
1182,39,1st round,[3] Roshan Bharos (NED),bye
1183,39,1st round,[9/16] Tom Ford (ENG) bt Robert Dadds (ENG),"11-8, 11-6, 11-4"
1184,39,1st round,[9/16] Ivan Perez (ESP) bt Simon Herbert (ENG),"11-9, 10-12, 11-4, 11-6"
1185,39,1st round,[5] Sam Todd (ENG),bye
1186,39,1st round,[8] Valerii Fedoruk (UKR),bye
1187,39,1st round,[9/16] Marc ter Sluis (NED) bt Fynn-Filip Schuck (GER),"11-2, 11-5, 11-5"
1188,39,1st round,[9/16] Toufik Mekhalfi (FRA) bt Tess Jutte (NED),"11-8, 10-12, 11-7, 11-7"
1189,39,1st round,[2] Fabien Verseille (FRA),bye
1190,40,Final,[2] Leonel Cardenas (MEX) bt [4] Michael McCue (CAN),"11-7, 11-5, 11-5 (47m)"
1191,40,Semi-finals,[4] Michael McCue (CAN) bt Faraz Khan (USA),"11-8, 11-6, 11-7 (54m)"
1192,40,Semi-finals,[2] Leonel Cardenas (MEX) bt [3] Alfredo Avila (MEX),6-9 ret.
1193,40,Quarter-finals,Faraz Khan (USA) bt [6] Nick Sachvie (CAN),"11-6, 11-6, 11-8 (47m)"
1194,40,Quarter-finals,[4] Michael McCue (CAN) bt [8] Evan Williams (NZL),"13-11, 11-5, 11-4 (48m)"
1195,40,Quarter-finals,[3] Alfredo Avila (MEX) bt [5] Juan Camilo Vargas (COL),"8-11, 10-12, 11-8, 11-6, 11-3"
1196,40,Quarter-finals,[2] Leonel Cardenas (MEX) bt [7] David Baillargeon (CAN),"12-10, 8-11, 11-1, 11-4 (51m)"
1197,40,1st round,Faraz Khan (USA) bt [1] Chris Hanson (USA),"11-8, 13-11, 11-4 (30m)"
1198,40,1st round,[6] Nick Sachvie (CAN) bt Tristan Eysele (RSA),"11-8, 11-6, 11-6 (31m)"
1199,40,1st round,[8] Evan Williams (NZL) bt Mustafa Nawar (EGY),"11-5, 9-11, 11-4, 11-4 (42m)"
1200,40,1st round,[4] Michael McCue (CAN) bt Aadit Zaveri (IND),"11-4, 11-4, 11-7 (33m)"
1201,40,1st round,[3] Alfredo Avila (MEX) bt Noah Browne (BER),"11-6, 11-7, 11-8 (40m)"
1202,40,1st round,[5] Juan Camilo Vargas (COL) bt Arshad Iqbal Burki (PAK),"11-6, 11-3, 11-2 (20m)"
1203,40,1st round,[7] David Baillargeon (CAN) bt Emyr Evans (WAL),"11-7, 5-11, 11-9, 11-8 (50m)"
1204,40,1st round,[2] Leonel Cardenas (MEX) bt Cory McCartney (CAN),"11-3, 11-3, 11-7 (22m)"
1205,41,Final,[2] Tomotaka Endo (JPN) bt [1] David Baillargeon (CAN),"11-4, 11-5, 11-7 (26m)"
1206,41,Semi-finals,[1] David Baillargeon (CAN) bt [3] Tang Ming Hong (HKG),"7-11, 11-8, 8-11, 11-7, 11-8 (55m)"
1207,41,Semi-finals,[2] Tomotaka Endo (JPN) bt [4] Shady El Sherbiny (EGY),"11-5, 11-8, 13-11 (30m)"
1208,41,Quarter-finals,[1] David Baillargeon (CAN) bt Zhou Zhitao (CHN),"11-4, 11-6, 11-3 (32m)"
1209,41,Quarter-finals,[3] Tang Ming Hong (HKG) bt Chung Yat Long (HKG),"11-9, 11-5, 11-5 (22m)"
1210,41,Quarter-finals,[4] Shady El Sherbiny (EGY) bt [6] Lewis Doughty (ENG),"11-9, 11-3, 3-11, 11-9 (42m)"
1211,41,Quarter-finals,[2] Tomotaka Endo (JPN) bt [5] Matthew Lai (HKG),"9-11, 7-11, 11-8, 11-9, 11-3 (53m)"
1212,41,1st round,[1] David Baillargeon (CAN) bt Amin Ataei (IRI),"11-1, 11-8, 11-4 (21m)"
1213,41,1st round,Zhou Zhitao (CHN) bt [8] Faisal Hassan (ZIM),"11-8, 11-5, 11-9 (29m)"
1214,41,1st round,Chung Yat Long (HKG) bt [7] Harley Lam (HKG),"11-9, 5-11, 6-11, 11-7, 11-9 (61m)"
1215,41,1st round,[3] Tang Ming Hong (HKG) bt Mohd Farez Izwan (MAS),"16-14, 11-5, 11-5 (27m)"
1216,41,1st round,[4] Shady El Sherbiny (EGY) bt Alireza Shameli (IRI),"11-0, 9-11, 13-11, 10-12, 11-4 (51m)"
1217,41,1st round,[6] Lewis Doughty (ENG) bt [WC] Zhou Penglin (CHN),"11-5, 11-2, 11-5 (19m)"
1218,41,1st round,[5] Matthew Lai (HKG) bt Wee Ming Hock (MAS),"11-5, 11-4, 12-14, 9-11, 11-6 (51m)"
1219,41,1st round,[2] Tomotaka Endo (JPN) bt Amir Amirul (MAS),"11-9, 11-5, 10-6 ret. (25m)"
1220,42,Final,[1] Daniel Mekbib (CZE) bt [6] Nick Wall (ENG),"9-11, 11-9, 11-6, 4-11, 11-5 (66m)"
1221,42,Semi-finals,[1] Daniel Mekbib (CZE) bt [8] Curtis Malik (ENG),"11-9, 11-8, 7-11, 4-11, 13-11 (67m)"
1222,42,Semi-finals,[6] Nick Wall (ENG) bt [2] Martin Svec (CZE),"9-11, 11-4, 11-5, 11-9 (50m)"
1223,42,Quarter-finals,[1] Daniel Mekbib (CZE) bt [5] Tom Walsh (ENG),"11-5, 11-9, 9-11, 11-5 (51m)"
1224,42,Quarter-finals,[8] Curtis Malik (ENG) bt [3] Ondrej Uherka (CZE),"11-6, 11-8, 10-12, 11-7 (51m)"
1225,42,Quarter-finals,[6] Nick Wall (ENG) bt [4] Edgar Ramirez (COL),"11-3, 11-8, 12-10 (36m)"
1226,42,Quarter-finals,[2] Martin Svec (CZE) bt [7] Robin Gadola (SUI),"10-12, 11-6, 7-11, 11-7, 11-8 (70m)"
1227,42,2nd round,[1] Daniel Mekbib (CZE) bt [9/16] Guilherme Melo (BRA),"11-7, 11-4, 11-6 (28m)"
1228,42,2nd round,[5] Tom Walsh (ENG) bt Brock Janzer (CAN),"11-3, 11-4, 11-3 (36m)"
1229,42,2nd round,[8] Curtis Malik (ENG) bt [9/16] Noman Khan (PAK),"11-9, 11-1, 11-7 (33m)"
1230,42,2nd round,[3] Ondrej Uherka (CZE) bt [9/16] Miled Zarazua (MEX),"11-5, 11-7, 5-11, 11-4 (42m)"
1231,42,2nd round,[4] Edgar Ramirez (COL) bt [9/16] Thomas King (CAN),"11-7, 11-9, 11-4 (31m)"
1232,42,2nd round,[6] Nick Wall (ENG) bt [9/16] Connor Turk (CAN),"11-7, 11-6, 11-9 (26m)"
1233,42,2nd round,[7] Robin Gadola (SUI) bt [9/16] Naveed Rehman (PAK),"11-6, 11-4, 11-6 (24m)"
1234,42,2nd round,[2] Martin Svec (CZE) bt [9/16] Perry Malik (ENG),"11-5, 11-6, 11-8 (25m)"
1235,42,1st round,[1] Daniel Mekbib (CZE),bye
1236,42,1st round,[9/16] Guilherme Melo (BRA) bt Charles de la Riva (CAN),"11-5, 11-6, 11-6 (22m)"
1237,42,1st round,Brock Janzer (CAN) bt [9/16] Faisal Riaz (USA),"11-4, 11-2, 11-1 (15m)"
1238,42,1st round,[5] Tom Walsh (ENG),bye
1239,42,1st round,[8] Curtis Malik (ENG),bye
1240,42,1st round,[9/16] Noman Khan (PAK) bt Ahmed Abualela (EGY),"11-8, 12-10, 11-5 (24m)"
1241,42,1st round,[9/16] Miled Zarazua (MEX) bt Nick Sutcliffe (ENG),"10-12, 11-7, 11-4, 11-3 (35m)"
1242,42,1st round,[3] Ondrej Uherka (CZE),bye
1243,42,1st round,[4] Edgar Ramirez (COL),bye
1244,42,1st round,[9/16] Thomas King (CAN),bye
1245,42,1st round,[9/16] Connor Turk (CAN),bye
1246,42,1st round,[6] Nick Wall (ENG),bye
1247,42,1st round,[7] Robin Gadola (SUI),bye
1248,42,1st round,[9/16] Naveed Rehman (PAK) bt Kyle Spackman (CAN),"11-3, 11-3, 11-3 (19m)"
1249,42,1st round,[9/16] Perry Malik (ENG) bt Matt Teel (CAN),"11-3, 11-2, 11-2 (21m)"
1250,42,1st round,[2] Martin Svec (CZE),bye
1251,43,Final,[2] Jan van den Herrewegen (BEL) bt [9/16] Sam Todd (ENG),"11-8, 11-5, 11-7 (41m)"
1252,43,Semi-finals,[9/16] Sam Todd (ENG) bt [1] Ammar Altamimi (KUW),"11-8, 11-7, 11-2 (31m)"
1253,43,Semi-finals,[2] Jan van den Herrewegen (BEL) bt [7] Abhay Singh (IND),"11-5, 12-10, 11-7 (42m)"
1254,43,Quarter-finals,[1] Ammar Altamimi (KUW) bt Chris Hall (ENG),"13-11, 11-9, 11-8 (39m)"
1255,43,Quarter-finals,[9/16] Sam Todd (ENG) bt [8] Stuart MacGregor (ENG),"11-7, 11-6, 8-11, 11-5 (49m)"
